state,year,smoking_ban,lung_cancer_rate,gdp_per_capita,population_density,urban_area,healthcare_spending
64,2,0,49.6468063402134,4,6,0,0
64,3,0,49.08675305336143,4,6,0,0
64,4,0,49.6193763209508,4,6,0,0
64,5,0,51.62337317150047,4,6,0,0
64,6,0,49.93678371586324,4,6,0,0
64,7,0,48.17647534566881,4,6,0,0
64,8,0,52.11230630633096,4,6,0,0
64,9,0,52.21033666152055,4,6,0,0
65,0,0,52.65274971491402,6,11,0,0
65,1,0,52.80465064555861,6,11,0,0
65,2,0,52.31229510502802,6,11,0,0
65,3,0,49.59689669745134,6,11,0,0
65,4,0,53.189812575526965,6,11,0,0
65,5,0,52.91904131297371,6,11,0,0
65,6,0,53.28534121278889,6,11,0,0
65,7,0,50.03052814517661,6,11,0,0
65,8,0,51.40165961158306,6,11,0,0
65,9,0,52.543204837667496,6,11,0,0
66,0,0,52.65352585226184,5,10,1,0
66,1,0,52.48402343092128,5,10,1,0
66,2,0,49.42550721554191,5,10,1,0
66,3,0,50.12511374805131,5,10,1,0
66,4,0,52.364147362216364,5,10,1,0
66,5,0,54.32929953577395,5,10,1,0
66,6,0,51.67919661587016,5,10,1,0
66,7,0,49.019276879533614,5,10,1,0
66,8,0,51.503446888517416,5,10,1,0
66,9,0,52.34295753849109,5,10,1,0
67,0,0,52.26183216636616,4,7,0,0
67,1,0,51.89098662055008,4,7,0,0
67,2,0,49.50548929849956,4,7,0,0
67,3,0,47.54122550750896,4,7,0,0
67,4,1,55.87162629420216,4,7,0,0
67,5,1,55.981452348300905,4,7,0,0
67,6,1,55.63250876510517,4,7,0,0
67,7,1,52.27659917379331,4,7,0,0
67,8,1,55.84307892131565,4,7,0,0
67,9,1,55.6502360673075,4,7,0,0
68,0,0,53.30102650623815,5,12,0,0
68,1,0,51.11494926205039,5,12,0,0
68,2,1,56.4010196276066,5,12,0,0
68,3,1,54.65690476234889,5,12,0,0
68,4,1,58.50673946396939,5,12,0,0
68,5,1,56.23013082999741,5,12,0,0
68,6,1,55.21708003643676,5,12,0,0
68,7,1,53.47233833811131,5,12,0,0
68,8,1,57.97627755247967,5,12,0,0
68,9,1,56.56550199888398,5,12,0,0
69,0,0,52.026946845438616,3,5,0,1
69,1,1,57.02981581914789,3,5,0,1
69,2,1,55.07088629067239,3,5,0,1
69,3,1,55.56792640199375,3,5,0,1
69,4,1,57.82317656871906,3,5,0,1
69,5,1,55.56928180359614,3,5,0,1
69,6,1,56.62689201412263,3,5,0,1
69,7,1,53.83937360162417,3,5,0,1
69,8,1,57.614356727403845,3,5,0,1
69,9,1,55.314995333001065,3,5,0,1
70,0,0,52.76761103143902,5,8,0,0
70,1,0,51.87825470624448,5,8,0,0
70,2,0,51.14875691265145,5,8,0,0
70,3,0,51.08160043643508,5,8,0,0
70,4,1,56.23135627689642,5,8,0,0
70,5,1,56.97744851710832,5,8,0,0
70,6,1,56.48915209848749,5,8,0,0
70,7,1,53.020114734678245,5,8,0,0
70,8,1,57.27463425735436,5,8,0,0
70,9,1,56.575631214047846,5,8,0,0
71,0,0,53.72134567701637,3,11,0,0
71,1,0,52.29880926665459,3,11,0,0
71,2,0,50.5772544305844,3,11,0,0
71,3,0,51.32981478651512,3,11,0,0
71,4,0,53.78948688843962,3,11,0,0
71,5,0,52.16777277182961,3,11,0,0
71,6,0,51.79753938489691,3,11,0,0
71,7,0,49.27464309257104,3,11,0,0
71,8,0,52.020056753836585,3,11,0,0
71,9,0,50.67610095448277,3,11,0,0
72,0,0,52.49586681852991,4,9,0,0
72,1,1,57.439860200871664,4,9,0,0
72,2,1,54.67886828458264,4,9,0,0
72,3,1,57.04533935111107,4,9,0,0
72,4,1,57.588715414581664,4,9,0,0
72,5,1,58.636955438352,4,9,0,0
72,6,1,57.43286496265667,4,9,0,0
72,7,1,55.07760631855735,4,9,0,0
72,8,1,58.96805924057082,4,9,0,0
72,9,1,56.48243157962226,4,9,0,0
73,0,0,52.64367648093564,4,7,1,1
73,1,0,52.73833477944208,4,7,1,1
73,2,1,56.54121589059243,4,7,1,1
73,3,1,54.25164856427249,4,7,1,1
73,4,1,58.067915621865225,4,7,1,1
73,5,1,57.181744454307385,4,7,1,1
73,6,1,58.32495896867702,4,7,1,1
73,7,1,53.90473450767806,4,7,1,1
73,8,1,56.3425767190288,4,7,1,1
73,9,1,56.89183513573364,4,7,1,1
74,0,0,52.28719749390382,3,9,0,1
74,1,0,50.25601411906485,3,9,0,1
74,2,0,50.74815832218506,3,9,0,1
74,3,0,51.573261990941845,3,9,0,1
74,4,0,52.538373455502885,3,9,0,1
74,5,0,50.67244609715448,3,9,0,1
74,6,0,52.25389883694002,3,9,0,1
74,7,0,49.69164977286667,3,9,0,1
74,8,0,50.76388853092677,3,9,0,1
74,9,0,50.93239211028087,3,9,0,1
75,0,0,52.02293929636592,4,9,1,0
75,1,0,48.85261518690489,4,9,1,0
75,2,0,48.657053309042126,4,9,1,0
75,3,0,48.23282259370741,4,9,1,0
75,4,0,52.35211774073545,4,9,1,0
75,5,0,51.96445224008587,4,9,1,0
75,6,0,49.74380994795722,4,9,1,0
75,7,1,53.79440567094448,4,9,1,0
75,8,1,56.48427270813178,4,9,1,0
75,9,1,56.26080106302548,4,9,1,0
76,0,0,52.75659531700849,5,12,1,0
76,1,0,53.01170335795392,5,12,1,0
76,2,0,51.85123854225775,5,12,1,0
76,3,0,51.45463364181275,5,12,1,0
76,4,0,54.82848961278098,5,12,1,0
76,5,0,55.07071394238373,5,12,1,0
76,6,0,54.050527731922415,5,12,1,0
76,7,0,51.01821095872211,5,12,1,0
76,8,0,53.10105163915844,5,12,1,0
76,9,0,52.466635827806805,5,12,1,0
77,0,0,52.75337996575932,1,9,1,0
77,1,0,53.48177052929663,1,9,1,0
77,2,0,50.9824703443113,1,9,1,0
77,3,0,50.37989852865408,1,9,1,0
77,4,0,53.89832850646991,1,9,1,0
77,5,0,53.12609038413127,1,9,1,0
77,6,0,52.883893635497,1,9,1,0
77,7,0,51.23456159932629,1,9,1,0
77,8,0,54.61683034554304,1,9,1,0
77,9,0,54.54002098496849,1,9,1,0
78,0,0,51.62742913749529,3,12,1,0
78,1,1,58.089400139622974,3,12,1,0
78,2,1,54.36623772737181,3,12,1,0
78,3,1,52.97651197259159,3,12,1,0
78,4,1,57.05859028199465,3,12,1,0
78,5,1,55.16011892184371,3,12,1,0
78,6,1,56.789694890452125,3,12,1,0
78,7,1,56.18350844215314,3,12,1,0
78,8,1,56.01277754779989,3,12,1,0
78,9,1,54.70153223078332,3,12,1,0
79,0,0,52.121276342677575,6,6,0,0
79,1,0,51.47236518751926,6,6,0,0
79,2,0,49.57506876172109,6,6,0,0
79,3,1,56.13216600204789,6,6,0,0
79,4,1,57.820580431214935,6,6,0,0
79,5,1,56.73812499057844,6,6,0,0
79,6,1,55.81871782331535,6,6,0,0
79,7,1,54.171887238871015,6,6,0,0
79,8,1,58.55899424728117,6,6,0,0
79,9,1,55.957409571662254,6,6,0,0
80,0,0,51.42119822980129,5,8,1,0
80,1,0,51.0683538836676,5,8,1,0
80,2,0,50.10196084774103,5,8,1,0
80,3,0,49.42493928057671,5,8,1,0
80,4,0,50.59584833704705,5,8,1,0
80,5,0,51.78206882197888,5,8,1,0
80,6,0,49.07842802058982,5,8,1,0
80,7,0,47.30059050586192,5,8,1,0
80,8,0,50.20052464752172,5,8,1,0
80,9,0,49.61583413857739,5,8,1,0
81,0,0,51.87791845907093,4,10,0,0
81,1,0,49.16999861809352,4,10,0,0
81,2,0,49.80143374806169,4,10,0,0
81,3,0,48.95090972247117,4,10,0,0
81,4,0,50.65933800557297,4,10,0,0
81,5,0,51.52158518157594,4,10,0,0
81,6,0,51.36573136135599,4,10,0,0
81,7,0,49.12058427609979,4,10,0,0
81,8,0,52.35395382198451,4,10,0,0
81,9,0,49.228835357986085,4,10,0,0
82,0,0,53.489810668772535,5,6,1,1
82,1,0,52.23848431240293,5,6,1,1
82,2,0,49.59240439341581,5,6,1,1
82,3,0,52.12665364272604,5,6,1,1
82,4,0,53.447559056679,5,6,1,1
82,5,0,53.8041255064193,5,6,1,1
82,6,0,53.59956056660596,5,6,1,1
82,7,0,51.351958046994994,5,6,1,1
82,8,0,53.43825335482403,5,6,1,1
82,9,1,59.48433962075458,5,6,1,1
83,0,0,53.53189444666051,5,7,1,0
83,1,0,54.43355750535393,5,7,1,0
83,2,0,50.86479395517336,5,7,1,0
83,3,0,49.97315406955746,5,7,1,0
83,4,0,52.75568985899243,5,7,1,0
83,5,0,53.11255739853297,5,7,1,0
83,6,0,55.23458719419723,5,7,1,0
83,7,0,48.904399877795406,5,7,1,0
83,8,0,54.734854211944125,5,7,1,0
83,9,0,54.42132584083655,5,7,1,0
84,0,0,49.11664902553109,3,7,0,1
84,1,0,49.45250128697606,3,7,0,1
84,2,1,53.23139968978087,3,7,0,1
84,3,1,56.13955243020184,3,7,0,1
84,4,1,55.01792447656329,3,7,0,1
84,5,1,55.220782811422445,3,7,0,1
84,6,1,53.333409471368256,3,7,0,1
84,7,1,50.21230398584956,3,7,0,1
84,8,1,53.69766132369734,3,7,0,1
84,9,1,56.09100783877242,3,7,0,1
85,0,0,52.29261743632157,2,8,1,0
85,1,0,50.70964121400064,2,8,1,0
85,2,0,50.83342363974973,2,8,1,0
85,3,0,49.897549669917886,2,8,1,0
85,4,0,50.19287719746236,2,8,1,0
85,5,0,52.25346162160554,2,8,1,0
85,6,0,51.35741786135121,2,8,1,0
85,7,0,49.90822448162522,2,8,1,0
85,8,0,51.46860396683542,2,8,1,0
85,9,0,51.29410066950225,2,8,1,0
86,0,0,52.8668638493471,3,13,0,0
86,1,0,51.27439158705414,3,13,0,0
86,2,0,51.76245055267671,3,13,0,0
86,3,0,50.93510310536907,3,13,0,0
86,4,0,52.42703597222864,3,13,0,0
86,5,0,52.84613625078092,3,13,0,0
86,6,1,58.574631487045785,3,13,0,0
86,7,1,54.64708946361425,3,13,0,0
86,8,1,59.00761212390695,3,13,0,0
86,9,1,57.68107874471112,3,13,0,0
87,0,0,51.88619128222753,6,9,0,0
87,1,0,49.81380989829173,6,9,0,0
87,2,0,45.77905278407361,6,9,0,0
87,3,0,46.584898773171474,6,9,0,0
87,4,0,51.382400183537854,6,9,0,0
87,5,0,51.47679333015228,6,9,0,0
87,6,0,51.43545164842122,6,9,0,0
87,7,0,46.68171980770279,6,9,0,0
87,8,1,54.090131630720855,6,9,0,0
87,9,1,52.32510821834715,6,9,0,0
88,0,0,54.799347126603024,1,11,0,1
88,1,0,53.22550980296812,1,11,0,1
88,2,0,51.24348673640543,1,11,0,1
88,3,0,50.87354127385602,1,11,0,1
88,4,0,52.54573753403585,1,11,0,1
88,5,0,51.30574003015938,1,11,0,1
88,6,0,55.15798592051383,1,11,0,1
88,7,1,56.399589326212926,1,11,0,1
88,8,1,58.4591498332896,1,11,0,1
88,9,1,56.799249289232186,1,11,0,1
89,0,0,53.33656749415077,5,3,0,1
89,1,0,51.523547957084034,5,3,0,1
89,2,0,48.80946232501522,5,3,0,1
89,3,0,48.75875592037893,5,3,0,1
89,4,1,59.07520456727396,5,3,0,1
89,5,1,54.89688952619283,5,3,0,1
89,6,1,55.758828812458994,5,3,0,1
89,7,1,53.70247909830887,5,3,0,1
89,8,1,56.88240315111673,5,3,0,1
89,9,1,54.625256035873086,5,3,0,1
90,0,0,52.22512708861409,2,3,0,0
90,1,0,52.53174191165468,2,3,0,0
90,2,0,50.06664898478743,2,3,0,0
90,3,0,48.34204668198753,2,3,0,0
90,4,0,51.109934523796994,2,3,0,0
90,5,0,52.14050369754589,2,3,0,0
90,6,1,58.31160450027368,2,3,0,0
90,7,1,52.97189451424327,2,3,0,0
90,8,1,55.79555129955511,2,3,0,0
90,9,1,55.684832654457686,2,3,0,0
91,0,0,53.620037679449055,5,11,0,1
91,1,0,53.99219637309123,5,11,0,1
91,2,0,50.87051755720171,5,11,0,1
91,3,0,51.92124418275637,5,11,0,1
91,4,0,52.49206131647691,5,11,0,1
91,5,0,50.91921715678783,5,11,0,1
91,6,0,52.85470956689829,5,11,0,1
91,7,0,49.34311888180081,5,11,0,1
91,8,0,53.13728946550423,5,11,0,1
91,9,0,51.4527808592264,5,11,0,1
92,0,0,52.640958596799074,4,4,0,0
92,1,0,53.51762051878617,4,4,0,0
92,2,0,49.66868428236005,4,4,0,0
92,3,0,48.99937725228924,4,4,0,0
92,4,0,51.9800450792686,4,4,0,0
92,5,0,51.62591268420222,4,4,0,0
92,6,0,52.65686283226197,4,4,0,0
92,7,0,48.41193223812229,4,4,0,0
92,8,0,50.99565502213802,4,4,0,0
92,9,0,51.15196267876343,4,4,0,0
93,0,0,52.73667509105179,1,4,0,0
93,1,0,52.290172337502334,1,4,0,0
93,2,0,51.29360033659729,1,4,0,0
93,3,0,49.84218494432052,1,4,0,0
93,4,0,51.61114645988442,1,4,0,0
93,5,0,52.27062338599362,1,4,0,0
93,6,0,51.984175728439226,1,4,0,0
93,7,0,49.21744533684264,1,4,0,0
93,8,0,52.34214373131943,1,4,0,0
93,9,0,52.08385764104188,1,4,0,0
94,0,0,52.75516690349625,2,5,1,0
94,1,0,53.06311631244205,2,5,1,0
94,2,0,51.62101702210765,2,5,1,0
94,3,0,49.21421819171179,2,5,1,0
94,4,0,52.72193385476759,2,5,1,0
94,5,0,52.69330569107636,2,5,1,0
94,6,0,52.12468052509772,2,5,1,0
94,7,0,48.94268721669495,2,5,1,0
94,8,0,51.68402755087132,2,5,1,0
94,9,0,50.63795350283917,2,5,1,0
95,0,0,53.837616910352985,4,5,1,0
95,1,0,52.813231996731886,4,5,1,0
95,2,0,51.87679614229742,4,5,1,0
95,3,0,49.607550124501934,4,5,1,0
95,4,0,53.09090867462744,4,5,1,0
95,5,0,52.92700478409053,4,5,1,0
95,6,0,54.20597720834344,4,5,1,0
95,7,0,50.54227399205348,4,5,1,0
95,8,0,53.75794020832669,4,5,1,0
95,9,1,57.48803154157779,4,5,1,0
96,0,0,52.61886583795871,0,11,0,0
96,1,0,50.62610061400071,0,11,0,0
96,2,0,51.03128537018104,0,11,0,0
96,3,0,51.05136793340336,0,11,0,0
96,4,0,54.660255553756265,0,11,0,0
96,5,0,53.36717483648508,0,11,0,0
96,6,0,54.11098217257163,0,11,0,0
96,7,0,50.365226399567554,0,11,0,0
96,8,0,54.11564898604011,0,11,0,0
96,9,0,51.59933875267093,0,11,0,0
97,0,0,53.37848765665409,4,12,0,1
97,1,0,51.86603919118339,4,12,0,1
97,2,0,49.64424458235881,4,12,0,1
97,3,0,47.932482097361344,4,12,0,1
97,4,0,52.80904547698305,4,12,0,1
97,5,0,51.46881647645924,4,12,0,1
97,6,0,52.275688413923376,4,12,0,1
97,7,0,49.69580488332385,4,12,0,1
97,8,0,51.5347888881324,4,12,0,1
97,9,0,50.60956785978882,4,12,0,1
98,0,0,53.8965880483193,6,6,0,0
98,1,0,52.54558507819455,6,6,0,0
98,2,0,52.44815517335561,6,6,0,0
98,3,0,49.60709102489818,6,6,0,0
98,4,0,54.350607996238615,6,6,0,0
98,5,0,53.713876897122766,6,6,0,0
98,6,0,56.06072260164073,6,6,0,0
98,7,0,51.44397188635217,6,6,0,0
98,8,0,52.82430284859692,6,6,0,0
98,9,0,52.057127593840725,6,6,0,0
99,0,0,53.151716291028215,3,10,0,0
99,1,1,56.25468030706335,3,10,0,0
99,2,1,58.58261353594249,3,10,0,0
99,3,1,55.3128312410752,3,10,0,0
99,4,1,58.31395702112653,3,10,0,0
99,5,1,58.28893776740282,3,10,0,0
99,6,1,59.16161318538215,3,10,0,0
99,7,1,53.94864925438442,3,10,0,0
99,8,1,56.8425351844863,3,10,0,0
99,9,1,58.00684133474583,3,10,0,0
100,0,0,52.63164101663535,3,10,0,0
100,1,0,47.875432469603695,3,10,0,0
100,2,0,48.75171093148356,3,10,0,0
100,3,0,49.74561107473808,3,10,0,0
100,4,0,52.17611637954605,3,10,0,0
100,5,0,50.92173372305904,3,10,0,0
100,6,0,50.619057425580216,3,10,0,0
100,7,0,49.36038781604949,3,10,0,0
100,8,1,55.24530955387924,3,10,0,0
100,9,1,55.78237921156009,3,10,0,0
