student_age,parent_education,school_quality,gender,minority_status,low_income_status,tutor_availability,tutoring_hours,academic_performance
13,32,8,1,1,1,11,41,171.02233468197358
12,32,4,0,1,0,6,40,161.92251292746954
10,26,7,1,1,1,10,40,170.27175676353087
10,26,12,0,0,1,8,39,173.59548113882695
7,25,8,1,1,0,11,40,174.78915818449065
14,31,9,0,1,0,10,43,176.34902453353578
8,29,-1,1,1,1,10,41,170.1326147901693
6,30,10,1,1,1,5,36,158.98415092718236
6,29,8,0,0,1,7,39,169.9390492141577
14,28,6,1,1,1,11,44,180.36197943547108
9,33,10,1,1,0,7,37,157.65974947956963
3,28,6,0,0,1,10,40,172.36010880724342
6,29,6,0,1,0,8,40,169.16258952889692
15,32,7,0,1,1,8,42,173.4471507491544
7,32,8,1,1,0,8,37,157.43907621535308
4,30,9,1,0,1,8,38,167.14284227259404
13,30,13,0,1,0,9,42,177.49315433173624
9,30,11,0,1,1,6,36,156.27039300820758
13,28,13,0,1,1,9,40,170.11518200600483
9,30,5,0,1,0,10,42,175.62185978280888
3,28,12,0,0,1,5,37,164.8041212634799
2,32,16,1,1,1,7,35,158.11855843222168
3,28,13,1,1,0,5,36,162.6384191776228
11,28,7,0,0,0,8,40,170.79604498235977
5,31,5,1,0,0,9,39,168.26924213295027
3,31,4,1,1,1,12,40,170.8280855278112
9,33,4,0,1,1,11,42,171.45133060824125
10,28,8,0,1,1,2,36,156.53641395420723
13,34,11,1,1,1,13,42,172.9050811533637
8,27,11,0,1,1,9,38,164.24589413206226
10,31,8,1,1,1,6,40,170.07583922865024
15,29,1,0,1,1,8,42,172.8914542445823
9,29,6,0,0,1,10,39,164.00498495783097
10,29,6,0,0,1,11,42,174.698230608929
9,30,6,1,0,0,12,38,163.01098122487932
8,35,5,1,1,0,12,41,166.07192186968746
8,29,11,0,1,1,7,38,164.55541441601463
13,31,5,1,1,0,8,42,171.35725410117325
8,31,2,1,0,1,5,36,151.0682974002784
10,29,9,0,1,1,9,38,165.6857330086485
13,27,10,1,0,0,8,38,163.73315694746864
9,30,4,0,0,1,11,43,178.494971986395
9,33,7,1,1,1,9,41,169.60085489557162
6,28,7,0,1,1,10,42,180.3459339164891
10,31,11,0,1,0,9,42,176.59050348203192
8,31,10,1,1,1,13,40,169.27053864422373
9,32,6,1,0,1,10,37,156.30610580481743
11,27,8,1,1,1,9,42,178.65409726482144
8,32,7,0,1,1,7,41,171.51708919366666
11,34,3,0,1,0,13,44,177.15241783982228
11,28,8,0,1,1,7,39,164.94956040903588
13,29,4,1,0,0,9,41,172.9868018808598
16,31,13,1,0,1,10,42,175.56065879243744
11,29,2,0,0,1,8,39,163.00868307965683
8,31,8,0,1,1,8,39,165.23875466839243
6,25,2,1,1,1,8,38,163.71987731728086
4,28,6,0,1,0,7,37,160.75431518442397
7,29,9,0,0,1,8,39,166.01146169031506
8,31,6,0,1,0,8,38,158.35839745644068
12,29,7,0,0,1,8,38,161.6751342919689
13,31,12,0,1,1,8,40,166.91570255186042
7,29,6,0,0,1,6,36,152.3531501671743
9,28,8,0,1,1,5,40,176.0957776466579
16,32,10,1,1,0,6,40,167.306684538654
6,28,2,0,0,1,8,37,156.67274991764694
13,28,6,1,0,0,9,40,168.76829543149714
10,32,15,1,1,1,6,40,172.14072981007902
10,33,7,0,0,0,8,41,174.0500033313643
12,32,10,0,0,0,11,40,168.40485981753213
10,24,9,0,0,1,6,39,169.3262056091337
8,31,5,1,0,1,6,39,167.83216328130894
9,26,6,0,1,0,9,35,148.59497207408825
8,31,11,0,0,0,7,39,169.8770462604425
17,33,5,1,1,1,10,45,178.75515532959253
13,31,8,0,1,0,9,40,163.74101144696593
11,31,11,0,0,0,6,38,162.1691657515207
6,28,9,1,1,1,7,39,169.49061353052207
10,28,5,0,1,0,11,41,173.3247816128987
7,29,10,0,0,1,6,37,162.735003340808
11,28,1,1,0,1,8,39,163.868909862512
11,29,9,0,0,0,6,40,171.10568302176588
12,32,5,1,0,0,11,39,161.29603468787477
7,31,8,0,1,1,7,38,160.7674363641113
6,36,10,1,1,0,10,41,172.0778893208575
10,29,12,1,0,1,9,39,168.13045958516972
8,30,11,0,1,1,5,40,175.83040614791554
11,28,10,1,0,1,9,43,184.96956273634305
4,34,7,1,1,1,11,41,171.3041199547205
10,34,12,0,1,0,11,43,178.74988117025828
10,28,9,1,1,0,11,41,174.8472501040919
9,28,10,1,0,1,11,40,167.62906000757638
10,27,6,0,0,1,11,40,167.88767378510835
7,31,4,0,1,1,8,40,168.75569671432788
13,34,13,0,1,0,6,41,172.08406327653293
9,30,11,0,1,0,10,40,169.21002646276557
7,27,8,0,0,1,6,38,167.35558830676712
12,27,5,1,0,1,9,42,176.52014293559262
7,28,10,0,0,1,3,40,175.027069889077
9,24,8,1,0,0,7,40,174.4567845472945
13,32,15,1,1,0,8,40,172.0587185889351
12,31,12,1,1,1,9,39,167.20017957316102
5,33,6,0,0,0,8,38,162.44853591532043
7,31,8,0,0,1,9,40,170.38163764860303
11,30,7,1,0,1,7,41,173.4158229756716
10,33,5,1,0,0,12,40,164.9942805024865
10,26,8,0,1,0,8,39,166.78162249638498
14,28,3,0,1,0,11,43,173.52238910310606
7,32,10,1,1,0,9,38,165.4473202173236
10,30,10,1,0,1,8,41,175.70315897202116
13,31,10,0,0,1,8,39,165.1059402632465
7,29,6,1,0,1,8,37,160.02759814983696
8,25,11,1,0,1,9,38,169.69118931674157
6,25,6,1,1,0,9,37,161.48009402630248
4,32,6,1,0,1,9,38,164.50764688319603
10,30,9,1,0,1,8,37,158.35844429861365
6,29,6,1,0,0,11,35,148.95318844415175
6,30,15,0,0,1,7,39,172.2306473691474
10,27,7,0,1,1,9,38,161.3650000860276
12,31,4,0,0,0,11,42,173.17821713884717
8,25,8,0,0,0,8,40,172.44755744790135
11,30,7,1,0,1,4,39,165.9326175068678
12,29,12,1,0,1,9,41,172.9744467236664
9,31,12,0,1,1,8,38,162.6575409271949
14,29,8,0,0,1,7,39,160.80687601958573
12,28,8,1,1,1,9,38,162.25809356664658
8,32,11,1,1,0,5,37,160.66356694543077
10,27,0,0,0,1,6,41,170.88765329419007
8,29,5,0,1,1,7,38,159.9217263878382
13,28,5,0,0,0,6,40,165.66215717280318
11,34,5,0,1,0,6,41,168.9131428726352
6,31,4,0,1,1,7,39,164.1094873238383
7,30,5,1,0,1,10,39,167.53615202527934
15,29,4,1,1,0,8,37,155.12524423382163
13,29,10,1,1,1,8,39,164.4121290143334
10,32,13,0,1,1,10,42,177.73212225290214
9,32,11,1,1,1,10,39,168.56965405744398
11,32,9,0,0,1,12,42,174.45843519582422
11,28,5,0,0,0,7,37,158.4721852270431
8,31,3,0,1,1,8,41,169.72652914679165
8,27,9,0,1,1,9,40,172.85834651693332
6,30,12,1,1,0,7,38,167.9165549284609
14,25,8,1,1,0,12,42,178.45666430701186
9,28,8,0,1,0,7,36,154.56876159714528
12,31,10,0,0,0,10,40,168.5122151377159
13,30,8,0,0,1,11,42,173.71598892487222
8,30,8,0,1,0,11,39,164.29252602684008
12,28,8,1,1,1,10,42,178.91875143914334
8,32,10,0,0,1,10,38,159.30306292736725
10,28,7,0,1,1,6,38,161.9491934182778
9,29,5,1,1,1,8,42,175.28852292715374
11,32,2,1,0,1,7,40,163.66210571614587
11,29,11,0,0,0,9,40,169.55095599612991
14,30,6,0,0,1,6,39,163.004211493807
13,26,6,1,1,1,11,40,168.8333771187629
10,29,6,1,1,0,8,38,159.63844770808524
12,28,3,0,0,1,9,39,163.13500868408897
11,34,7,1,0,0,9,41,171.04942807566954
13,28,7,1,1,1,9,40,166.35979191797122
9,30,13,1,0,1,9,42,180.919008199279
11,34,9,1,1,1,11,41,169.59416345829644
11,28,6,1,0,1,7,38,161.58594501347204
11,33,3,0,1,1,8,37,152.24572723545486
9,32,6,1,0,0,4,37,158.03605699229422
10,32,10,0,1,0,7,37,157.21765077148603
13,28,7,1,1,0,7,41,171.35808403532764
12,28,3,0,1,1,7,36,151.91141022388007
16,29,5,1,0,0,6,39,161.2724728136291
8,26,8,1,0,1,9,39,169.64297272093222
6,29,16,0,0,0,9,37,165.33266947976867
7,30,5,1,0,0,10,38,162.24421037349725
6,30,7,1,0,0,8,37,160.74899968678147
10,32,6,1,1,1,14,42,171.13401503396057
13,32,8,0,1,1,10,42,170.8894293436043
8,31,13,0,0,1,7,40,173.78170374105613
6,27,8,1,1,1,9,37,161.94086653977027
12,29,7,0,1,1,7,38,159.22533290401083
12,32,8,0,1,1,7,40,166.59623023674052
12,25,10,0,0,1,10,38,164.19520673415116
11,23,6,1,0,0,14,41,175.20826565123636
9,29,15,1,0,1,10,41,179.16860014869658
10,29,12,1,1,0,8,39,167.43066610586274
1,29,10,1,1,0,8,37,165.787085002832
11,28,10,0,1,1,10,38,163.01954883449483
9,31,10,1,0,1,12,41,174.10549598428986
9,30,3,0,1,0,5,38,156.1954063752823
13,31,7,1,1,1,5,38,161.16014906083623
5,32,6,1,1,0,5,35,152.6759970565021
11,30,5,1,1,1,7,38,159.67632580235414
14,31,17,1,1,1,11,42,179.8252609030177
11,31,7,1,0,1,8,39,164.1447766969343
11,33,10,1,1,0,10,40,168.40658752016597
6,31,7,0,1,1,9,38,160.34273472815266
15,26,5,1,0,1,6,41,172.13344321096503
3,31,1,0,0,1,7,37,157.77524346631793
11,31,0,0,0,1,7,39,161.41655718965612
13,31,5,1,0,1,7,41,168.20936227022682
12,31,11,1,0,0,7,40,168.63033629969692
6,33,8,1,1,0,10,40,167.79650455644102
7,23,9,1,0,0,5,36,163.42924403054505
12,25,8,0,0,1,7,37,157.67502688756247
7,30,3,0,1,0,8,39,164.30879259485593
13,26,5,0,0,0,9,41,172.12549529244674
8,28,8,1,1,0,12,39,164.81329417703816
13,30,7,1,0,1,11,41,170.117033624878
12,29,10,0,1,0,11,42,177.97014736032347
10,30,9,1,1,1,9,39,165.32894202659045
13,32,5,0,1,1,9,43,176.20035940822373
8,30,5,1,1,1,5,37,157.82690309138795
5,28,8,1,0,1,10,36,157.2021769768688
8,30,0,1,1,1,7,38,159.7046224918812
8,26,14,0,0,1,9,38,169.2016630505132
12,29,8,0,1,0,7,37,158.07226245115407
11,29,0,1,0,0,6,37,154.93444352224662
7,31,6,1,1,1,11,41,173.12956754961672
8,30,7,1,0,1,9,40,171.28062463588677
8,28,4,1,1,1,6,38,163.91283720530834
5,29,7,0,1,1,9,38,163.21985575928804
11,30,7,1,1,1,6,40,167.37248709622426
9,31,8,1,0,1,7,36,152.53726475193045
9,31,9,1,1,1,10,41,175.39833855766062
9,27,4,0,0,1,8,38,164.28504497130913
12,30,4,1,1,0,7,40,166.1893369009857
9,30,8,1,0,1,11,41,171.1237355383334
9,32,9,0,1,1,7,40,168.9772216511482
11,32,11,1,1,1,11,42,177.40712169785317
9,32,8,0,1,0,13,41,169.44570577559682
8,31,6,0,1,0,6,40,170.51371369995528
10,29,7,0,0,1,9,42,177.05229787376678
6,30,9,0,1,0,11,40,173.106275908217
3,25,5,0,1,0,10,38,164.9378775285347
7,28,12,0,1,1,9,39,168.45427140926753
12,31,5,1,1,0,4,39,165.61208248370215
12,31,11,0,1,0,12,40,167.91109474502613
10,29,3,1,1,1,6,41,172.20722884639247
11,26,5,0,1,0,7,38,162.01661223263014
7,29,8,0,0,0,4,38,167.3999800171533
16,26,7,1,0,0,8,41,171.6222351532533
8,27,0,0,0,0,8,38,160.02315123851605
12,31,9,0,0,0,9,38,159.00167538705296
13,28,9,1,0,0,11,39,163.33608910080255
2,29,12,1,0,0,11,38,168.16292222760632
6,29,12,1,1,0,7,37,163.47061984888654
10,27,8,0,0,1,10,39,166.36733372187652
11,31,5,1,1,0,10,41,169.93348182649473
9,29,13,1,1,1,7,39,171.95326449152674
7,34,5,0,1,0,10,41,169.8081438594198
9,34,10,1,1,0,9,41,175.40357357471106
6,28,2,1,0,0,9,40,169.67844696059765
7,29,5,0,1,0,8,38,163.5122361920098
10,27,11,0,1,1,8,39,167.14153072971982
5,28,3,0,0,0,7,38,166.40878263283165
7,33,7,0,0,1,10,38,158.74708734600372
7,31,11,1,0,0,7,40,172.86439185061943
11,32,13,1,1,0,10,39,164.57533481400156
5,28,6,1,0,1,8,41,177.85215951615874
11,34,5,0,1,1,9,39,159.98886902821516
6,30,8,1,1,0,8,40,174.26986355359512
9,30,3,1,0,1,8,41,174.74157430199114
10,24,9,1,1,0,8,40,171.82366353786023
7,30,2,1,0,1,9,39,165.52275805147872
10,31,8,0,1,1,9,38,160.224153093091
10,34,12,0,1,0,6,39,165.23713302564786
7,31,10,1,0,0,11,41,176.06813005560602
8,30,6,0,0,1,7,40,169.95930498869257
11,28,4,0,0,1,12,43,180.5747888146185
8,27,8,1,1,1,8,39,171.35770747657125
13,31,13,0,1,0,8,42,178.92331080033745
14,31,5,1,0,1,8,40,164.45202814822488
10,31,10,0,1,0,9,40,169.66668116968142
7,27,6,1,0,1,9,38,163.77109248809833
13,33,14,0,1,0,12,43,180.4730168056257
14,29,4,0,0,0,7,42,175.12872831178152
15,33,5,1,1,0,10,42,168.00484539804006
11,31,8,1,0,1,8,40,168.91277294204477
10,28,4,0,1,1,5,39,163.24563692633683
6,28,10,0,0,1,7,38,167.42046111628918
11,28,5,1,0,0,9,40,170.02392362191847
9,28,15,0,1,1,9,41,179.3923703024268
13,27,12,1,1,1,8,38,166.8495384941227
6,28,4,1,0,1,11,37,156.6025021776391
13,34,8,1,0,1,9,41,168.11289296576217
7,32,9,1,1,1,7,38,163.1882087937718
9,28,5,0,0,0,4,38,161.49556179154385
11,34,4,1,1,1,7,37,153.42718080339236
12,30,9,1,1,1,5,43,180.49005482964216
10,29,8,1,0,1,10,40,167.0711803215865
8,29,5,1,0,0,12,42,177.61281992053088
12,31,5,1,0,0,10,42,173.39402078075005
9,28,15,0,1,0,9,41,178.3823270529023
10,30,9,0,1,0,7,39,162.25431673736892
9,29,2,0,0,1,8,35,147.8882020636362
13,29,10,1,0,0,10,43,181.85728407741064
7,28,11,1,1,0,7,37,161.98763991508895
11,28,5,1,0,0,9,41,171.0093105540046
12,31,3,0,1,1,8,41,168.59512562361516
6,28,11,1,1,1,8,35,151.82474652865665
10,28,9,1,0,1,10,39,166.97902683249163
9,25,13,1,0,1,6,37,165.8101514299056
8,30,4,0,1,1,6,36,151.4079490818973
8,34,3,1,0,1,6,38,160.74348880599533
9,27,0,0,1,0,5,37,156.62311434612968
5,31,3,0,1,1,10,39,162.93987530694957
12,31,9,0,1,0,8,41,173.37736258364933
10,26,5,0,0,1,7,37,161.5083429225213
4,30,5,0,1,1,8,36,154.30501708627276
10,26,8,1,0,0,7,38,162.89193526816996
12,29,10,0,1,0,11,40,166.2476958174688
13,31,6,1,0,0,6,38,157.7986817887795
9,30,9,0,0,1,9,38,160.91905785152173
15,29,3,0,0,1,8,39,160.21452856778842
10,31,9,1,0,1,9,37,158.7533983831903
8,30,2,0,0,0,12,42,172.64581122418292
7,25,9,1,0,0,10,39,171.4697728146394
4,30,0,0,1,0,9,38,161.86088883606368
10,27,11,0,1,1,9,39,167.85910243911886
10,28,3,1,1,1,8,39,164.22055454057232
7,33,12,1,0,1,7,37,160.31188287553385
9,32,7,0,0,0,10,38,160.2015043529324
7,28,6,1,1,1,12,41,173.59892123454233
10,33,10,0,0,0,13,41,171.72137170133104
10,27,6,1,0,1,6,38,160.41678309126573
9,30,2,0,0,0,11,39,162.9451013343636
11,28,10,1,1,0,6,39,168.8955992172118
14,31,12,1,1,1,10,43,179.5542256407178
6,26,9,0,1,1,7,38,166.067687512122
8,28,5,0,1,0,6,37,158.40424636017693
13,33,12,0,0,0,9,41,170.86985718837843
8,30,11,1,1,0,10,40,172.8440725822765
7,29,10,0,1,0,11,42,181.31956799346955
11,27,7,0,0,0,9,40,167.09945162260928
8,29,2,0,1,0,9,37,156.24559271857044
8,30,6,1,0,0,10,40,169.42013940054517
4,33,10,1,0,1,7,39,168.0546071074686
9,29,8,1,0,0,9,39,167.55891208010058
12,32,4,1,0,1,11,43,176.30310666140656
8,31,7,0,1,0,7,40,168.34261338923977
11,24,7,0,0,1,13,41,172.5896111243474
7,27,7,1,0,0,9,40,172.52680167766815
9,31,3,0,1,1,9,41,170.0618552068053
13,28,7,0,1,0,6,39,165.48960444799445
9,34,13,1,0,0,8,37,159.2398581704425
11,31,7,1,0,0,6,40,170.26952830640838
12,33,10,0,1,0,6,40,164.39464963483007
11,33,8,0,1,0,11,43,178.64489256003313
12,32,11,1,0,1,9,41,172.92199980607813
14,30,10,0,0,1,7,40,168.76597367534595
10,28,5,0,0,0,8,38,159.95276034813122
4,33,7,0,0,0,10,37,157.28240431519072
7,32,11,0,1,1,6,37,162.2591608319861
6,25,11,0,0,1,5,38,173.60689499202195
9,29,8,1,1,1,11,44,184.45284128486185
10,33,10,1,1,0,7,40,172.26169424419805
11,28,7,1,1,1,9,42,177.49556972419452
7,31,3,0,0,0,12,42,172.17756754941502
5,27,8,1,0,0,5,34,151.527566228636
10,33,5,1,0,0,5,41,171.4764019311238
11,29,2,1,0,0,9,38,154.33955813785877
6,27,11,1,0,0,9,35,155.71655057590073
9,28,7,1,1,0,6,38,163.6129853782884
9,31,7,1,0,1,13,43,177.88413209577743
9,34,3,1,1,0,11,39,159.6275926187857
11,30,7,0,1,1,8,39,163.98891432319743
13,31,9,0,1,0,8,41,171.4082903462807
12,29,13,0,1,0,8,43,183.89907266210832
9,30,4,1,1,1,7,39,163.18905139799503
10,29,5,0,1,0,4,36,149.57828726629674
5,31,6,0,0,1,10,42,176.6637460479458
14,27,14,1,0,1,6,37,159.06504215453074
10,27,18,1,0,1,9,39,172.87958837961406
10,25,7,0,1,0,11,38,162.1479799239334
4,30,6,1,1,1,9,40,171.522867111362
10,33,3,1,0,1,13,39,159.72981747431032
10,28,5,1,1,0,10,42,174.76469412751226
6,27,13,1,1,1,7,35,157.07395112707573
11,31,6,1,1,1,7,40,164.41605562995684
10,28,6,1,1,1,7,38,164.27345739256862
15,34,11,0,1,0,9,42,172.77113379311697
9,29,3,1,0,0,10,39,163.59418891856146
4,31,5,1,0,0,9,39,168.45970254493517
16,30,6,1,0,1,5,41,170.4986686325622
10,28,10,1,0,1,6,37,161.7613110419767
13,24,12,1,1,1,4,38,167.5125813464368
9,30,6,0,1,0,12,43,176.5334853333464
10,29,9,1,1,0,7,37,159.5971421276991
11,29,5,1,0,1,9,41,171.32648510160686
9,28,9,1,1,1,8,38,162.43325144819687
11,31,8,1,1,0,8,38,159.35905170175627
8,33,9,0,1,1,10,40,170.1786563442173
9,27,6,1,0,1,9,38,166.83202287711907
10,28,4,1,0,0,10,42,176.56851916197164
10,28,12,1,1,0,11,40,171.36502449017198
13,31,9,0,1,1,9,42,171.88276248995254
10,30,9,1,1,1,12,39,166.55734499173468
9,28,5,1,0,1,13,42,178.63800464507824
8,35,5,0,1,1,7,38,159.5762760966704
12,30,10,0,1,0,3,37,160.2365166976046
12,29,7,0,0,1,7,38,161.83985206377034
6,31,5,0,0,0,9,41,170.93326791895976
10,29,9,1,0,0,5,38,165.9774674240624
12,28,6,0,0,1,11,41,173.42203135098367
4,28,7,1,1,1,8,36,156.3287356777532
3,26,7,1,1,1,8,38,164.9245290983482
15,30,4,1,0,1,7,40,165.42726407165128
13,31,6,1,1,1,11,42,174.2999067780064
5,32,12,0,0,0,7,39,170.29948365481272
4,30,10,0,1,0,7,37,159.97924576321057
12,30,7,0,0,1,7,42,175.63971745179006
10,27,12,1,0,1,8,41,181.15885792285388
9,28,10,1,0,1,10,41,176.97765538175383
12,27,8,1,0,1,7,37,162.00591331607274
17,31,4,1,1,1,8,41,166.95695682106424
7,29,2,1,1,1,6,36,151.88158597300233
3,30,3,1,0,1,7,38,164.3886821254688
15,28,7,1,0,0,6,40,166.9475957253927
11,31,10,1,1,1,7,40,167.5875302583179
9,31,7,1,0,1,11,38,163.02301074857647
6,34,9,1,0,1,8,40,171.42021316665333
9,30,4,1,0,1,7,40,171.5437223861694
5,28,5,0,1,1,9,37,157.85179018276415
10,30,13,0,1,1,6,37,160.48568033543674
