student_age,parent_education_level,low_income_status,gender,pre_program_gpa,program_participation,post_program_gpa
11,5,1,1,16.468344886550852,1,12.769641910987009
8,5,1,0,14.410967827871946,1,11.132962986140717
8,6,0,1,13.061279056225692,1,10.31171729246896
8,7,0,1,9.243312993581476,0,2.238172234759072
10,4,0,0,13.722826999998098,1,10.16217833624918
6,4,1,0,12.494887713208882,0,7.845406202
8,4,1,0,14.490086609536217,1,12.191342113647895
11,6,0,0,14.184298388743764,1,11.008474975535409
7,3,0,1,11.140759347208462,0,6.758963255777615
10,5,0,0,11.72098416,0,7.220388994939231
7,5,1,0,16.649462995771767,1,12.174036916166004
8,5,0,1,13.659315642847176,1,10.609303336902274
2,7,1,1,15.187563617782931,1,11.646285979738195
6,6,1,0,14.00019457,1,11.409713654315215
4,5,1,1,14.185220800198168,1,10.363970515288733
11,8,0,0,12.43947429918845,0,7.221764998608437
9,6,1,1,13.341634017325006,1,9.907367709404712
5,5,1,1,14.40637469862057,1,11.084211556768585
2,6,1,0,11.296307352654567,0,5.908360732207241
4,6,0,0,11.63592062524268,0,6.266579932109273
8,8,0,0,12.527847183477608,0,7.402838238789696
10,8,0,1,12.14971856751291,0,7.449209226512888
17,7,0,0,11.88322904615912,0,7.037431899641005
8,6,0,0,11.744456443125916,0,7.165460733828359
3,5,1,0,10.38890636936178,0,4.954693798492466
6,5,1,0,12.982479899723131,0,9.647710303754934
8,5,1,1,11.204789342039124,0,4.965600830005886
8,7,0,0,12.284818699372602,0,8.001099922776703
10,6,1,1,14.393638488499649,1,10.84095440506676
6,5,0,0,10.798122836167066,0,5.676287500738901
10,7,1,0,14.12275555472679,1,10.754751815713531
6,6,1,1,9.351641962,0,3.816819901958416
6,6,1,1,14.505882494228793,1,11.01973223
10,4,0,0,15.209499171954825,1,12.12583791725687
8,6,1,0,12.908630761439923,0,9.020447535
4,5,1,1,11.965132186887471,0,6.282991144119489
6,6,0,1,15.50254685368175,1,12.596116625072144
12,4,0,0,11.532523661949718,0,5.9555903746636725
11,4,0,0,12.009579936861382,0,8.361188928316372
8,7,1,0,12.914355179456098,0,8.170482320272848
13,6,0,1,12.940126941845094,0,7.765453654328376
5,6,1,1,12.096698265089616,0,7.224305475196835
2,8,0,0,17.13687889973799,1,12.937293644203562
9,4,1,0,11.808236905944376,0,7.306217085696468
7,7,1,1,16.614694304337867,1,12.749397362990932
7,7,1,1,10.837758941963427,0,5.214469451619458
9,6,0,1,8.663041101360212,0,2.558336206879954
3,5,0,0,15.254196293940591,1,12.47356778
6,5,0,1,13.86159697341723,1,10.862901256566582
8,5,1,0,11.821350308017882,0,7.676573903394034
5,8,0,1,10.724798625983476,0,3.964680675881696
7,6,1,0,13.101840587032855,1,9.134708991441371
2,7,1,1,14.15634175464502,1,9.977718566686546
4,7,0,1,13.70301062716362,1,10.059613532077242
1,6,0,0,16.348894906051427,1,12.225779390145991
8,3,1,0,9.704406353,0,4.109984421847724
10,5,1,0,13.95931597488015,1,11.07582653
9,7,1,1,11.835160312171489,0,6.604344039168189
9,4,1,1,11.87557614431441,0,6.670118449
9,5,1,1,13.902228737218346,1,11.851856219679366
6,3,0,0,14.261958034207227,1,12.044652870108925
10,8,1,0,15.378385514809583,1,11.55212982150582
7,7,1,1,13.330875323087673,1,10.397608695510284
6,3,0,0,13.221887103369914,1,10.788170034402851
9,7,0,0,13.124655320975991,1,10.347642651424191
11,7,0,0,12.57412418882814,0,7.520896812610632
7,5,0,0,12.105113498686686,0,8.046008187684897
5,7,1,0,12.450992709648022,0,7.821730884598767
11,8,1,0,12.221162175134967,0,7.391464201837866
4,5,0,1,10.437455642092283,0,6.3044331447034745
7,5,1,1,11.521272596291949,0,6.594167669189494
12,6,1,0,12.837861214436831,0,7.406179576245277
4,7,0,1,10.28051297815982,0,4.122332311173361
1,8,1,0,12.521790758519243,0,7.118345276069761
9,4,0,0,12.63990139457524,0,7.820649709400573
11,7,1,1,15.414461914894094,1,11.640558595493973
6,6,1,1,14.96663137770562,1,11.678244634413948
6,4,1,0,12.847696842263478,0,8.539274514460867
6,3,0,0,12.60090801836283,0,10.089316378931336
8,7,0,1,17.164559051625893,1,12.55599315
10,6,0,0,12.730408578754272,0,8.880304731314956
9,5,0,1,12.284567947681063,0,7.668930796342748
11,8,0,1,14.566454779432144,1,10.44713578641744
8,4,0,0,11.544743302105957,0,6.964721313232766
11,6,0,1,15.852483189250403,1,12.010234692317146
5,5,1,1,13.27260861738582,1,9.906991054552478
9,6,0,1,12.384478134348504,0,7.078347867158066
15,7,0,0,13.638326808868156,1,10.027444545693823
9,7,1,1,14.91932238903015,1,10.960839293000948
6,3,0,1,15.543653290749058,1,13.08118532578446
5,5,1,0,13.298608989846922,1,10.43171981850215
10,5,0,0,14.199656591034726,1,10.805201245995574
11,5,1,0,13.850912163954336,1,10.061250118557144
5,4,0,0,11.232745878779715,0,6.876378029646598
11,5,1,0,14.935919206518824,1,11.920091287914843
9,4,0,1,13.926302344241916,1,11.038900275178012
10,5,1,1,13.24776631464141,1,10.635066940005538
17,5,0,1,13.457185182704546,1,10.497190103704543
8,4,1,0,18.60737174109673,1,13.610962078549845
7,6,0,1,12.349144465539473,0,7.7175935371507265
6,4,1,0,15.860270102786744,1,12.386360403151544
17,5,1,0,11.254133414936016,0,6.249971334271478
8,9,1,1,15.626300012417548,1,12.241528885223104
7,7,0,1,14.49873606162841,1,10.186833721623785
4,6,0,1,11.87268701385542,0,6.897851719223833
3,6,1,1,15.650050801956713,1,11.243067096462871
11,5,0,0,12.892747981328409,0,9.030291879382558
8,7,1,0,11.778866508779805,0,6.455538693712093
12,6,0,0,14.233475893429862,1,10.429219148530244
6,6,1,1,12.85605708434234,0,8.483455195761755
12,5,1,1,13.13498049345409,1,9.626404543610768
2,4,0,0,11.82436675329151,0,7.2014087802385385
5,7,1,1,14.131611049615104,1,10.167603705198832
9,5,0,0,14.98711152446578,1,11.54655354462943
10,3,1,1,12.080841515246854,0,7.579279253193021
10,4,0,0,13.113962284813004,1,10.059496418572202
8,5,1,1,11.49040487954088,0,6.713373629884834
9,6,1,0,11.272215654520702,0,5.817258172633277
5,6,1,0,12.35097161389762,0,6.538171313350777
7,5,0,0,12.31574117165552,0,8.102303400336973
2,9,1,0,12.76572981,0,7.840932642506843
9,6,0,0,12.563194618791613,0,7.078052835759408
5,6,1,1,13.025275823232889,1,9.432012241962624
6,4,0,0,12.532274227624956,0,9.447634083029795
3,4,0,1,8.724322375,0,2.676925056782024
7,7,1,0,16.61124932,1,11.998767921988604
12,6,0,1,15.174715726230149,1,11.74857612946544
9,5,1,0,13.006620943795452,1,9.674507734753732
13,6,0,0,12.18820376095731,0,7.693639631314867
7,4,0,0,13.4442293,1,10.911372808120664
5,5,1,0,11.777577238903058,0,7.223516680333311
7,4,1,0,13.822830437903372,1,9.951807857268992
6,5,0,0,14.421135267496473,1,11.32814654837786
9,6,1,0,10.34595052408233,0,3.092844996841383
8,4,1,1,13.57075765985694,1,11.036146456244795
6,5,1,0,15.692236604987652,1,11.453284533288688
4,6,1,0,12.09779949,0,6.78524822
7,6,1,1,14.606848922542293,1,11.343436560664202
6,5,1,0,10.122269106020944,0,5.048207716794496
12,6,0,1,10.932390827624031,0,5.314332757983831
13,5,1,1,13.817885546642296,1,10.538861234169865
8,10,1,0,12.18161085167249,0,5.744567218456147
11,6,0,0,11.892569492212916,0,7.047930428713206
9,6,0,0,13.694842543509658,1,10.299949918354404
11,7,1,1,15.05402573,1,11.23283238530679
8,2,0,0,12.78059802350293,0,9.001641498
10,4,1,1,10.392937561213332,0,4.721431641270672
6,4,0,0,13.983781784943783,1,10.966073240822496
8,7,1,0,14.53914268024025,1,9.917023007094407
9,8,1,1,13.539386563825046,1,9.944235041383992
8,6,1,1,10.60769476871391,0,5.124135941687651
8,6,0,1,12.91424041719896,0,8.119838484961543
11,4,0,0,12.260853268832513,0,7.874022926
5,7,1,1,10.019628755307696,0,3.751579874883612
7,7,0,1,14.006355526961334,1,10.16050790084132
8,6,1,0,7.689997944755984,0,1.0215359188165003
10,8,0,1,15.301291770779333,1,11.204393051328662
10,6,0,0,14.720642928016744,1,11.974375023369308
10,6,1,0,13.852035630752004,1,10.045161588337526
10,6,0,0,14.010256237397318,1,11.116295010567503
9,6,1,0,11.740583893848283,0,6.298599408115944
0,5,1,1,12.641698738836626,0,7.793824845487586
2,5,1,0,8.560953735594929,0,2.5581978494421964
13,8,0,1,13.212470173260812,1,9.354062989
10,7,0,1,11.321195869464358,0,5.441451631752546
8,4,0,1,12.950117526189851,0,10.252160588371472
10,5,1,1,14.693561231776975,1,11.386886254963832
9,8,0,1,10.744490843092448,0,4.342489960612748
14,6,0,1,13.966271815893124,1,10.858859520059884
7,6,1,0,13.415458415982885,1,9.560476303
4,5,0,0,11.474533426520086,0,6.673677004475889
9,5,1,0,13.905237692292523,1,11.245481421383973
7,8,0,1,13.295039384457448,1,9.351816247
4,6,1,0,10.432585587589864,0,4.713697360128905
9,6,0,1,14.337543165658415,1,11.464497525916515
5,6,1,0,11.677819738227427,0,6.152228686757174
11,4,1,0,12.477139866242858,0,8.425715273530253
11,5,1,1,12.394637382046245,0,7.896890339728199
8,4,1,0,14.48230307165333,1,11.422830363422904
9,5,0,1,16.778279623117577,1,12.646341277624412
3,6,0,1,11.69084784738557,0,7.297359437214181
6,8,0,1,11.090189565976964,0,4.939558842777884
9,3,0,1,10.888639163833489,0,5.868123121851608
8,6,1,0,13.263443922625337,1,9.783458698873028
7,5,0,1,13.996298711074711,1,10.609195069083846
8,5,0,0,14.510419046724344,1,12.12397874718287
9,3,0,1,14.264391073969012,1,11.69344951870344
11,6,1,0,16.509594226539086,1,12.426919717616624
5,6,1,0,14.676572210054742,1,11.147823790928957
12,6,0,0,17.009442445827876,1,13.315602944613396
8,6,1,0,11.81074913881867,0,6.631054457749973
10,6,1,0,13.948630387271118,1,10.14500078142158
8,7,0,1,14.656388899600564,1,10.838861436146056
5,7,0,0,15.229607258829152,1,11.576805751822771
10,6,1,1,12.040746560132616,0,7.1357137942287245
12,7,0,1,12.596161112313103,0,7.786616961687321
12,7,0,1,7.352886690813808,0,0.9138989984397072
2,5,1,1,13.37974429497478,1,9.910276693
10,5,1,1,9.066164335,0,2.9606491376130246
4,7,0,0,13.565060358626262,1,10.15015146187566
10,6,0,1,11.45782721870806,0,6.803048931
9,6,1,0,15.146561520221637,1,11.010447458024665
5,3,0,0,17.029314028571577,1,13.472351404403549
9,6,0,1,12.851205504368844,0,8.013543804909217
11,8,0,0,12.725567755663173,0,7.602012808798854
1,7,1,1,15.960513682891245,1,12.54341360585924
3,6,1,1,9.804395982554876,0,3.675483602846208
8,5,1,1,9.656713690404146,0,3.850130967145468
6,6,0,0,12.536054896092958,0,7.711307653605331
2,7,0,0,14.031881504796988,1,10.682563463060092
7,4,1,1,13.282233832516033,1,10.578946238097098
10,5,1,1,13.598661321031935,1,10.138085434518382
4,5,1,0,10.07035532,0,3.0635887671695228
9,6,1,0,11.33187845213879,0,5.763533513346975
12,7,0,1,12.456257457574292,0,7.696256665037643
10,6,0,0,12.367354613860725,0,8.546819307532626
7,5,1,1,12.471434808244911,0,8.262258223858703
3,6,0,0,10.482596785737108,0,4.805472803682174
7,6,0,1,11.406041516726445,0,6.045297170462974
10,10,1,1,10.830962385461303,0,4.893694424869506
11,4,0,1,11.484877581176864,0,7.329246382053314
0,3,0,0,13.552483526701664,1,11.37957609580064
7,5,1,0,16.261011259371855,1,12.66163896059957
5,8,0,0,11.788168994181044,0,5.9207709249449625
6,4,0,0,16.044468718108682,1,13.424690173708427
8,5,1,0,11.19256397567938,0,6.2345137609088805
2,5,1,0,17.730649644792827,1,13.414747218476494
10,4,1,0,17.63315940478802,1,13.754941763094816
9,2,1,1,14.401430017663657,1,11.711311460785884
5,7,1,0,11.073032176720709,0,5.352249268241568
16,5,1,0,11.255577406349296,0,6.355838979781165
2,8,1,0,8.978840297,0,1.8578293644602648
2,6,0,1,13.762315333497131,1,10.021780247318013
9,7,1,1,15.193321477698332,1,11.310214563273146
10,6,0,1,11.608235927029638,0,6.659881954495986
7,8,0,1,11.217671943954327,0,6.066736494491615
7,3,0,0,11.641187351477068,0,7.239245691580922
5,2,0,0,12.21627550062751,0,8.669882937
9,5,0,0,8.115349197866509,0,1.0540293362909678
9,3,0,0,14.16361946,1,11.718698289985378
8,7,1,1,14.862547633192772,1,10.744708982460525
8,6,1,1,11.96412691851928,0,7.4297185424210355
3,4,1,0,12.561326113486704,0,8.651640152042892
9,7,0,0,16.482815353490096,1,12.28852196350764
5,4,0,1,16.130817644269577,1,13.303065348801177
6,6,1,0,16.39859423345964,1,12.35661687439026
6,5,0,1,11.716165934763051,0,7.001584794855289
6,7,1,1,14.522255232071624,1,11.059109340124095
8,5,0,0,10.266359647838438,0,5.574578262720925
4,6,0,0,11.507128687128748,0,6.849097532289855
3,7,1,1,15.44474880648796,1,11.114963279787284
12,6,0,0,12.149891580337387,0,7.873932712875149
12,3,1,1,11.202773704832865,0,6.890293621720065
10,4,1,1,14.15614375752371,1,11.082458522396298
12,5,0,0,13.139922546957926,1,9.947362281191385
14,4,1,1,11.91453634200868,0,7.220083203
2,2,1,1,16.601469903720194,1,13.21519931589252
8,8,0,0,13.03631613200664,1,10.544533040329666
9,5,0,1,15.160205526901787,1,11.447193596291184
14,6,1,0,10.554364862509727,0,4.113276915067625
9,6,0,1,12.490300858098694,0,8.109984991571807
10,5,0,1,10.500592816460232,0,4.356813814651034
7,5,1,0,12.860591988198443,0,7.509533684
8,7,0,0,15.517537209904384,1,11.938115173299062
6,7,1,0,13.60525466147178,1,8.460625557002164
7,6,0,1,14.06559734171996,1,10.917430507554387
8,5,0,0,10.051345625405592,0,3.842621500279747
6,7,0,0,11.91697578,0,6.942443679328691
10,5,1,0,13.22133056236579,1,10.350939203449157
8,7,1,1,13.608632443052649,1,10.255282569731463
14,6,1,1,12.48537548051234,0,7.396312977572403
7,4,0,1,13.566086788241485,1,10.006194887492184
10,6,1,1,14.34984293347503,1,10.258913255947135
3,5,1,0,12.865985885251142,0,9.742344669551434
9,3,0,1,12.692650715958148,0,8.864390827889743
10,4,1,0,12.73500652149236,0,9.087302105258605
6,8,0,1,14.12401113837945,1,9.596058810748051
6,4,1,0,15.493767336328172,1,11.355584908243738
11,5,1,0,11.820358295380956,0,6.021320615534764
9,6,1,1,9.46382535,0,3.343193559594622
12,4,0,1,16.52975466466084,1,12.969962972836672
10,3,1,1,11.540810858823724,0,7.266384232
7,5,0,1,13.70356830021023,1,10.80128696523168
8,7,0,0,15.624817982564036,1,11.987223827541202
6,8,0,0,10.217714471587666,0,4.499506252757612
7,6,1,0,16.41892385804654,1,12.560133319593184
7,7,1,0,12.876244004109788,0,7.779855188792696
9,5,0,0,15.869415322990536,1,12.472345885321518
11,5,0,0,10.910306958810628,0,5.632242862614875
6,7,1,0,13.106620193577536,1,10.69728347
6,7,1,1,11.079305686650793,0,5.495028004470082
12,7,1,0,13.588216741463093,1,10.129716667009358
10,5,1,0,15.16379481046624,1,12.315918859659476
1,6,1,1,15.984426653697769,1,11.912681234160084
9,7,0,1,12.979135837069222,0,8.763126136335455
10,4,0,1,15.033464584956793,1,12.454860648148422
11,7,0,0,10.061168859890204,0,4.110521356332678
14,5,0,1,16.33097526182377,1,12.981004720957268
6,7,0,0,15.882312037076897,1,11.908443872284812
4,6,0,0,14.317245217607176,1,10.853729133597904
4,4,1,1,11.203135852358596,0,6.040569973856673
5,3,0,0,11.094574602959002,0,6.721614246790068
4,3,0,0,11.692672289138994,0,7.173743309885513
5,6,1,0,16.461083157699665,1,12.286689052197804
7,4,0,0,15.069630120903144,1,12.060146082677631
10,6,1,1,13.728909776918986,1,11.11250947510553
7,9,1,1,10.43741308042437,0,3.601714283168372
5,6,0,1,10.50401192314632,0,5.226886256957143
7,8,0,1,12.688461760955285,0,8.065406512158823
8,5,0,0,16.47514600279648,1,11.906123080247571
0,7,0,1,12.815108696610189,0,8.737471913683446
2,7,0,0,15.162883057943873,1,11.20638891753147
9,4,0,1,13.296865425754966,1,10.949367616115037
4,7,0,1,13.061480532215503,1,9.741895863839137
5,5,0,0,12.913080502175337,0,8.146919566657806
5,5,0,1,13.759629994388904,1,10.586347658011636
4,5,1,1,10.63149501081762,0,4.627115228689357
9,7,1,0,8.814014027763875,0,2.3544516661190995
13,5,0,0,12.789040849677615,0,8.624419162
7,7,1,1,11.743421994462576,0,6.039087081338244
5,4,1,0,12.022087612414472,0,7.594097163163538
8,4,1,1,12.093947397060887,0,7.231620564872561
5,5,1,0,13.753635515539036,1,11.471194936290209
9,5,0,1,13.48808729407902,1,11.250982915741703
1,8,0,1,11.801991092283416,0,5.801642009493174
8,6,0,0,13.177121168804826,1,10.314168061553136
9,7,1,1,11.54831079,0,6.934643999765628
7,3,0,0,11.15182317121364,0,6.0524507460534505
7,6,0,0,9.056845986123056,0,2.346117391122245
11,8,0,1,11.719430214599388,0,5.766269387012683
10,7,0,1,14.886934007893514,1,10.938848641845398
10,8,0,0,11.468419201718808,0,5.866888735264261
10,7,0,0,10.710611654012364,0,4.333932291960485
9,4,0,0,13.600271622672102,1,11.81691726602478
10,5,0,1,12.974043645754492,0,9.069472070281249
1,8,1,0,12.072156778407615,0,6.157893052854728
7,5,0,1,14.776506320742206,1,12.181049961739552
6,9,1,0,13.571202499606336,1,9.54108866
7,5,1,0,15.591936345788344,1,12.618582186672274
6,7,0,0,14.774482241390563,1,10.67822862814574
7,4,1,1,13.281523554851953,1,10.331382912333714
8,5,1,1,14.222420011992584,1,10.181708455986286
10,5,1,0,14.877939914156354,1,11.58769159176484
6,5,1,0,12.515669079634671,0,7.908233087
4,6,0,0,13.808039766831088,1,10.209062290394552
11,6,0,1,12.719214136539716,0,7.913985429
9,4,0,1,13.69297697383469,1,10.130145175389975
2,4,0,0,12.680364891112514,0,8.980667177595201
6,4,0,0,15.91747582252344,1,12.585765335853589
5,7,0,0,12.999875729685323,0,8.606826041
7,6,1,0,9.082235513598173,0,2.093261815756013
8,9,0,1,11.78654606,0,6.184727052
3,6,0,0,13.790227132837137,1,10.78827103691778
10,8,1,1,10.722965610995525,0,4.608549591766657
11,2,1,0,13.189609417255667,1,10.628093084416191
7,3,1,0,13.921796562048325,1,11.290627627154953
14,6,0,1,12.132079134467286,0,7.569153848255025
10,6,0,1,14.083152743178882,1,9.490964403189226
9,4,1,0,14.03843231522553,1,10.525924177771108
5,4,1,0,16.573194606641195,1,12.31646330395296
8,5,1,1,12.117749847687175,0,6.393625977081732
2,5,1,0,15.240337254404103,1,11.750408578112078
13,5,0,0,11.161251826068252,0,6.362977763623019
11,7,0,1,12.342635357154172,0,6.544845012054308
2,6,1,0,10.967248217249203,0,5.739591146420972
10,4,1,1,11.524755318066564,0,6.079396477137927
1,6,1,1,14.082456497684689,1,10.721778129545733
7,7,1,0,14.371921523047456,1,10.644510127289456
7,6,1,1,14.956274692690153,1,10.93876505464764
11,6,1,1,14.601362132828813,1,10.918003697144233
3,5,0,0,12.866949212796472,0,8.469779697233953
7,1,1,1,12.089887557761156,0,8.171822789612287
9,9,1,1,12.309505481413453,0,6.680877914020616
8,3,0,0,10.25616967997678,0,6.447575019372338
10,6,0,0,12.705511433784256,0,7.7812422306450175
12,6,0,0,12.341905625778873,0,7.686627316492419
13,9,0,1,12.171448060614535,0,6.943681966477855
10,8,0,1,13.999202771139927,1,11.00387249282558
3,4,0,0,14.097481547094516,1,10.704972551451869
11,5,0,0,11.269704107543298,0,6.837757197
10,6,0,0,13.050714679543598,1,10.108447129346851
8,7,0,1,15.777249109166114,1,12.23826936216354
15,8,0,0,14.47887116007363,1,9.407342721
1,6,1,0,13.84974888593659,1,11.140224567264546
11,4,1,1,17.287069058046352,1,13.867163089779922
13,4,0,1,11.275431354298616,0,6.736474601
3,5,1,1,10.330985836734998,0,5.1017793825092905
2,3,1,0,12.87893171717755,0,9.312227127505627
4,4,1,1,12.06392165994414,0,7.038947053682775
14,5,1,0,15.036207167798972,1,12.357092031239263
4,5,0,1,9.928695948722746,0,5.337890413490158
10,7,0,1,11.993453325543864,0,7.127688386457076
11,4,1,1,14.224467367238036,1,11.232039871910104
10,4,0,1,13.639728183875093,1,10.813360678754131
4,5,0,0,12.328507029392163,0,8.441352964675557
5,6,0,1,12.28983514412281,0,6.935012375370869
5,5,1,0,13.89360233560014,1,11.38075688696286
6,7,0,0,11.503691036216049,0,5.990578105587711
15,6,1,0,14.350963837594763,1,9.809834286888467
8,6,1,1,9.986416205661651,0,3.686871271447562
4,5,0,1,9.296675397,0,3.3364884412220044
12,5,0,1,13.231484491175268,1,9.591724009574357
9,5,1,0,12.239037219848576,0,7.919497231440361
7,7,1,0,10.277713884468318,0,2.8510347332248767
5,4,1,1,13.44711171074976,1,10.25074542636649
7,7,1,1,10.29245542811875,0,4.266788405966434
0,4,0,0,12.052608204836462,0,7.721962430323386
6,5,1,1,14.103637881121935,1,9.956836864
4,6,1,1,14.989369168592017,1,10.939050282412977
7,7,1,1,12.453932572063833,0,7.895613315
9,5,0,1,11.375853143225893,0,7.008896955
5,4,0,0,8.633410734292823,0,2.627991877407397
2,7,0,1,11.33590453426878,0,5.627438496211694
9,7,0,0,11.783657979408789,0,6.915655504873529
0,7,1,1,12.82729583915005,0,8.105193217573522
8,5,0,0,15.326565484748444,1,11.882838961990188
8,5,1,1,14.280600086654792,1,11.064437230283415
6,4,1,0,14.43167510133787,1,11.41510138808492
10,4,0,0,16.011105980190425,1,12.709683300720018
9,5,0,0,12.477850363617744,0,8.213981762892955
9,8,1,1,13.35889522,1,9.837531456166351
10,6,0,0,15.972768466514424,1,12.525804311038844
4,5,1,1,17.49352440302058,1,13.43851096693942
8,6,0,0,11.541659904010649,0,6.5842029249792695
11,6,0,1,13.871281217349788,1,10.871501459029195
2,4,0,0,14.168061179131689,1,11.779462742706595
6,9,0,0,12.37631322172068,0,7.701138232353911
2,5,1,0,15.049546660746367,1,11.105213205915897
9,5,1,0,9.506655812674683,0,3.493920656329507
7,3,0,0,16.41165828158627,1,13.367962957306249
3,6,0,1,12.492769652965428,0,8.761910818
8,5,0,0,9.019587922585368,0,3.484915863764258
7,5,1,1,14.088400181130718,1,10.804145844203964
11,4,0,1,19.287294782858464,1,16.286028646824114
8,6,1,1,10.567304421863907,0,3.211485705530138
9,7,0,0,10.603937338605812,0,4.283886805421481
5,6,1,0,14.327996334018009,1,11.620851668740634
14,5,0,1,13.18773442428664,1,10.917784101507738
8,6,0,0,11.778541191700056,0,6.6744095451321765
11,6,0,1,14.58439255414662,1,11.212832429837327
7,6,0,0,12.844284900341824,0,8.423055130991315
9,7,0,0,14.190052963169688,1,10.759974229389002
8,5,0,1,11.594101004880295,0,6.671950499345739
6,6,0,0,14.231652614932203,1,12.245837532429745
4,5,1,1,11.66485673277194,0,6.013803265847338
12,6,1,0,10.584400848292432,0,4.555694757335768
4,8,0,1,10.525376213530633,0,4.635367998318312
3,7,1,1,12.712266355399068,0,7.462217018682214
9,5,1,1,14.41830750631696,1,11.260380614281877
5,4,1,1,12.147790578115975,0,7.796441055
7,5,0,1,14.621383969049315,1,11.08043387282344
11,9,1,1,10.36519878320648,0,2.6833362748112224
11,6,0,1,14.776620714202858,1,11.854100736463709
7,7,1,0,13.246846450576788,1,9.645084515278946
4,2,1,1,11.33662293687535,0,7.031462957577533
8,7,1,0,13.60928145,1,10.16223314601444
6,6,0,0,12.43292666543424,0,7.1743025863532095
10,6,0,0,12.73902327781228,0,7.688197340627586
13,6,0,0,12.97140905936351,0,9.033361130467824
9,4,0,1,10.351618303693549,0,4.936491546231654
10,5,0,0,15.591446757166164,1,12.996479161678735
9,4,0,0,9.518274255,0,2.9150266443709176
