school_id,academic_year,e_learning_implemented,average_test_score,average_class_size,school_funding,urban_location,high_school_level
64,2,0,48.646156661498345,5,11,1,1
64,3,1,57.38969841711763,5,11,1,1
64,4,1,53.859739326581895,5,11,1,1
64,5,1,61.17380340193719,5,11,1,1
64,6,1,56.16057949885656,5,11,1,1
64,7,1,58.00065797700709,5,11,1,1
64,8,1,58.3998446843181,5,11,1,1
64,9,1,55.11682258328143,5,11,1,1
65,0,0,47.2781711206913,1,3,1,0
65,1,0,47.39533744660862,1,3,1,0
65,2,0,47.316733349776754,1,3,1,0
65,3,0,48.76167058148759,1,3,1,0
65,4,0,44.73112484438288,1,3,1,0
65,5,0,50.14803348911389,1,3,1,0
65,6,0,47.88030822526668,1,3,1,0
65,7,0,48.49169024020368,1,3,1,0
65,8,0,48.31910256510346,1,3,1,0
65,9,0,48.93351216604261,1,3,1,0
66,0,0,45.84800468851761,0,15,0,1
66,1,0,47.88264931494586,0,15,0,1
66,2,0,47.23876704271434,0,15,0,1
66,3,0,47.249203696772526,0,15,0,1
66,4,0,44.77592860009816,0,15,0,1
66,5,1,54.32287639103724,0,15,0,1
66,6,1,53.723020965350194,0,15,0,1
66,7,1,54.73379413217517,0,15,0,1
66,8,1,55.08179727515131,0,15,0,1
66,9,1,56.21093372334351,0,15,0,1
67,0,0,49.95387575246318,3,10,0,1
67,1,0,48.69111267358266,3,10,0,1
67,2,0,51.255517831123406,3,10,0,1
67,3,0,50.41116700307287,3,10,0,1
67,4,0,46.801158692983535,3,10,0,1
67,5,0,48.64062030893432,3,10,0,1
67,6,0,48.389025934570704,3,10,0,1
67,7,0,48.66073998627264,3,10,0,1
67,8,0,50.017205497813904,3,10,0,1
67,9,0,48.31807068501156,3,10,0,1
68,0,0,45.94464387575211,2,5,0,1
68,1,0,46.80967173621563,2,5,0,1
68,2,0,46.77834247678698,2,5,0,1
68,3,0,48.7672824813656,2,5,0,1
68,4,0,45.2897554227876,2,5,0,1
68,5,0,46.47792702009364,2,5,0,1
68,6,0,47.04991781481243,2,5,0,1
68,7,0,50.30316363984598,2,5,0,1
68,8,0,46.74695863086914,2,5,0,1
68,9,0,48.37124722489507,2,5,0,1
69,0,0,49.18845179600277,0,9,1,1
69,1,0,50.34424414147328,0,9,1,1
69,2,0,50.3350510391634,0,9,1,1
69,3,0,49.361721712690525,0,9,1,1
69,4,0,46.30341998459264,0,9,1,1
69,5,1,56.75772752713143,0,9,1,1
69,6,1,58.289660437170426,0,9,1,1
69,7,1,57.748657148739895,0,9,1,1
69,8,1,56.61389482476348,0,9,1,1
69,9,1,57.11710139286313,0,9,1,1
70,0,0,49.56283898092171,5,7,1,0
70,1,1,57.83377437011112,5,7,1,0
70,2,1,56.939869160803866,5,7,1,0
70,3,1,58.968306106328704,5,7,1,0
70,4,1,54.46681440471385,5,7,1,0
70,5,1,56.74656683306452,5,7,1,0
70,6,1,59.17633141797753,5,7,1,0
70,7,1,57.89825556579017,5,7,1,0
70,8,1,56.31136318518791,5,7,1,0
70,9,1,57.65708437494836,5,7,1,0
71,0,0,47.63767288332936,3,3,1,0
71,1,0,49.52799586397024,3,3,1,0
71,2,0,48.73579273577129,3,3,1,0
71,3,0,49.01931156893184,3,3,1,0
71,4,0,44.24555909578626,3,3,1,0
71,5,0,49.736744195066166,3,3,1,0
71,6,1,56.60043289062478,3,3,1,0
71,7,1,55.6485014364526,3,3,1,0
71,8,1,56.44652178053064,3,3,1,0
71,9,1,54.84855189990368,3,3,1,0
72,0,0,48.15755485068762,6,6,0,0
72,1,0,48.165379852413615,6,6,0,0
72,2,0,46.87912219962965,6,6,0,0
72,3,0,49.34333124849467,6,6,0,0
72,4,0,45.34516600599583,6,6,0,0
72,5,0,49.24123606705466,6,6,0,0
72,6,0,47.74650160858586,6,6,0,0
72,7,0,47.7809123955647,6,6,0,0
72,8,0,47.56817880210907,6,6,0,0
72,9,0,48.79986734473381,6,6,0,0
73,0,0,43.87981688039445,2,10,0,1
73,1,0,47.709024458750335,2,10,0,1
73,2,0,46.9014872128402,2,10,0,1
73,3,0,49.06630081446473,2,10,0,1
73,4,0,44.01482556909755,2,10,0,1
73,5,0,47.42274555041234,2,10,0,1
73,6,0,45.317168803089565,2,10,0,1
73,7,0,45.01285545631689,2,10,0,1
73,8,0,46.081707382009085,2,10,0,1
73,9,0,44.66649603532844,2,10,0,1
74,0,0,47.50902172000357,6,4,1,0
74,1,0,46.51784027626807,6,4,1,0
74,2,0,46.78272453050029,6,4,1,0
74,3,0,50.10591280553093,6,4,1,0
74,4,0,46.32533423831461,6,4,1,0
74,5,0,49.07770994413858,6,4,1,0
74,6,0,48.20453922111819,6,4,1,0
74,7,0,47.26695704380287,6,4,1,0
74,8,1,56.886056420154944,6,4,1,0
74,9,1,57.650616784904216,6,4,1,0
75,0,0,47.793092739441335,8,9,0,1
75,1,1,53.96626762779921,8,9,0,1
75,2,1,54.39315361782566,8,9,0,1
75,3,1,56.91196074201487,8,9,0,1
75,4,1,52.52495642120522,8,9,0,1
75,5,1,56.14300219964035,8,9,0,1
75,6,1,51.96060322652522,8,9,0,1
75,7,1,54.87018010122092,8,9,0,1
75,8,1,56.01521347557157,8,9,0,1
75,9,1,53.82927148433361,8,9,0,1
76,0,0,47.04200875202609,3,3,0,1
76,1,0,47.843990124708405,3,3,0,1
76,2,0,45.111401619972,3,3,0,1
76,3,1,56.56136233853457,3,3,0,1
76,4,1,51.24441448243,3,3,0,1
76,5,1,55.02669950878941,3,3,0,1
76,6,1,53.2182295001701,3,3,0,1
76,7,1,54.306363583705526,3,3,0,1
76,8,1,54.82833913202912,3,3,0,1
76,9,1,52.2105968749142,3,3,0,1
77,0,0,46.87878879932206,0,9,1,0
77,1,0,49.71094898526446,0,9,1,0
77,2,0,48.56214694312457,0,9,1,0
77,3,0,49.56689687597064,0,9,1,0
77,4,0,44.84446621815088,0,9,1,0
77,5,0,49.49878153448585,0,9,1,0
77,6,0,46.630370953462965,0,9,1,0
77,7,0,45.76475330725621,0,9,1,0
77,8,0,47.73003435767849,0,9,1,0
77,9,0,46.26666389869075,0,9,1,0
78,0,0,43.63792114185915,4,12,0,1
78,1,0,45.14348806805108,4,12,0,1
78,2,0,45.84721281787069,4,12,0,1
78,3,0,45.64146734060354,4,12,0,1
78,4,0,43.24659796452935,4,12,0,1
78,5,0,45.03585590754828,4,12,0,1
78,6,0,44.42792563914566,4,12,0,1
78,7,0,44.21032007322101,4,12,0,1
78,8,0,44.65514049634004,4,12,0,1
78,9,0,42.06266483690968,4,12,0,1
79,0,0,46.97706730552697,5,9,1,1
79,1,0,49.2199157050346,5,9,1,1
79,2,0,49.42068300693057,5,9,1,1
79,3,0,50.42787705551192,5,9,1,1
79,4,0,43.43934979139306,5,9,1,1
79,5,0,49.84209734799356,5,9,1,1
79,6,0,47.8277181451628,5,9,1,1
79,7,0,49.91886795093716,5,9,1,1
79,8,0,47.24274633052751,5,9,1,1
79,9,0,47.227449050165845,5,9,1,1
80,0,0,50.175420587861424,2,9,0,1
80,1,0,49.78211961094939,2,9,0,1
80,2,0,47.80908138762463,2,9,0,1
80,3,0,48.86991007924761,2,9,0,1
80,4,0,48.83889347905181,2,9,0,1
80,5,0,50.38803285959536,2,9,0,1
80,6,1,58.38337793963677,2,9,0,1
80,7,1,56.64831177215262,2,9,0,1
80,8,1,58.01832644993065,2,9,0,1
80,9,1,57.8614078261991,2,9,0,1
81,0,0,50.11852321480191,4,6,1,1
81,1,0,50.31792390895414,4,6,1,1
81,2,0,49.423070304561456,4,6,1,1
81,3,0,50.62387921348624,4,6,1,1
81,4,0,47.33961839022775,4,6,1,1
81,5,0,50.43796987288862,4,6,1,1
81,6,0,49.22592590255084,4,6,1,1
81,7,1,56.06637374675013,4,6,1,1
81,8,1,57.46598773734895,4,6,1,1
81,9,1,56.53778049557301,4,6,1,1
82,0,0,48.48223097809344,2,10,0,1
82,1,0,46.67557507065175,2,10,0,1
82,2,0,48.21835432224552,2,10,0,1
82,3,1,55.230644770804325,2,10,0,1
82,4,1,52.82151203847823,2,10,0,1
82,5,1,56.83990944425826,2,10,0,1
82,6,1,54.972743987529945,2,10,0,1
82,7,1,53.48068690434378,2,10,0,1
82,8,1,55.18716121283451,2,10,0,1
82,9,1,54.18165774945695,2,10,0,1
83,0,0,47.4464767967972,2,11,0,1
83,1,0,48.884549332392815,2,11,0,1
83,2,0,48.564573734290754,2,11,0,1
83,3,0,48.43851776993183,2,11,0,1
83,4,0,45.875067919958674,2,11,0,1
83,5,0,51.55002285806556,2,11,0,1
83,6,0,48.20788917060522,2,11,0,1
83,7,0,46.23478516316945,2,11,0,1
83,8,0,49.34924475187253,2,11,0,1
83,9,0,48.252270626661215,2,11,0,1
84,0,0,47.51773804261728,0,8,1,1
84,1,0,47.617545714730575,0,8,1,1
84,2,0,48.11713491040633,0,8,1,1
84,3,0,48.163973804432125,0,8,1,1
84,4,1,53.35762669101826,0,8,1,1
84,5,1,60.39419302227198,0,8,1,1
84,6,1,58.13723854105654,0,8,1,1
84,7,1,56.23662822019694,0,8,1,1
84,8,1,57.07935880963477,0,8,1,1
84,9,1,56.30304975236118,0,8,1,1
85,0,0,48.736716458337085,3,6,1,1
85,1,0,49.611864899271154,3,6,1,1
85,2,0,47.43331248887771,3,6,1,1
85,3,0,49.559624443677066,3,6,1,1
85,4,0,45.74870480637038,3,6,1,1
85,5,1,57.51769064120697,3,6,1,1
85,6,1,59.6082057594544,3,6,1,1
85,7,1,55.61283583232099,3,6,1,1
85,8,1,56.79021970519103,3,6,1,1
85,9,1,54.210497694052,3,6,1,1
86,0,0,44.92418531526035,0,9,1,0
86,1,0,45.66923600061036,0,9,1,0
86,2,0,46.719486178764,0,9,1,0
86,3,0,47.31744071631527,0,9,1,0
86,4,0,44.990176102971446,0,9,1,0
86,5,1,54.28611830430705,0,9,1,0
86,6,1,55.8292100154376,0,9,1,0
86,7,1,54.14717567268372,0,9,1,0
86,8,1,56.528943190241655,0,9,1,0
86,9,1,54.49536141603153,0,9,1,0
87,0,0,46.03705473450949,0,11,1,1
87,1,0,46.20784336804827,0,11,1,1
87,2,0,45.506433283495255,0,11,1,1
87,3,0,46.6499086492984,0,11,1,1
87,4,0,41.21968939715947,0,11,1,1
87,5,0,47.216943113439946,0,11,1,1
87,6,0,45.17432997176926,0,11,1,1
87,7,0,44.58449263145075,0,11,1,1
87,8,0,43.42969701960933,0,11,1,1
87,9,0,47.91100376354369,0,11,1,1
88,0,0,48.09015135566912,3,8,1,1
88,1,0,47.94771737512952,3,8,1,1
88,2,0,44.96349657174655,3,8,1,1
88,3,0,48.341581609106775,3,8,1,1
88,4,0,44.97356378121343,3,8,1,1
88,5,0,48.12362103516307,3,8,1,1
88,6,0,47.81925905997514,3,8,1,1
88,7,0,47.0331266364308,3,8,1,1
88,8,0,46.83354537963972,3,8,1,1
88,9,0,47.72849346336904,3,8,1,1
89,0,0,46.94630427493801,6,7,1,0
89,1,0,49.13045619235045,6,7,1,0
89,2,0,46.60703039118189,6,7,1,0
89,3,0,49.89171002801517,6,7,1,0
89,4,0,43.44137528864175,6,7,1,0
89,5,0,47.976224570395765,6,7,1,0
89,6,0,47.20289848061632,6,7,1,0
89,7,0,46.25943372548224,6,7,1,0
89,8,0,48.0172264925925,6,7,1,0
89,9,0,47.16594111931951,6,7,1,0
90,0,0,47.65297154730904,4,6,0,1
90,1,0,47.613503684909226,4,6,0,1
90,2,0,47.83460663696782,4,6,0,1
90,3,0,50.36230010656121,4,6,0,1
90,4,0,44.73665495489884,4,6,0,1
90,5,0,46.75476481726714,4,6,0,1
90,6,0,48.10067937477965,4,6,0,1
90,7,0,47.055786120264536,4,6,0,1
90,8,0,47.37138566614004,4,6,0,1
90,9,0,48.73406676625463,4,6,0,1
91,0,0,48.68276454407716,5,11,1,0
91,1,0,47.57685203933949,5,11,1,0
91,2,0,48.80575900522086,5,11,1,0
91,3,0,51.02128795406369,5,11,1,0
91,4,0,46.38203017964425,5,11,1,0
91,5,0,50.43443678048509,5,11,1,0
91,6,0,49.88304566321485,5,11,1,0
91,7,1,57.53592040772928,5,11,1,0
91,8,1,57.43575213609193,5,11,1,0
91,9,1,58.49616333753747,5,11,1,0
92,0,0,47.9412068597489,3,10,1,1
92,1,0,50.81407349305072,3,10,1,1
92,2,0,50.577377444863664,3,10,1,1
92,3,0,49.55169880419301,3,10,1,1
92,4,0,45.84735793316831,3,10,1,1
92,5,0,49.927499947914285,3,10,1,1
92,6,0,49.72102677052646,3,10,1,1
92,7,0,48.32687682717167,3,10,1,1
92,8,1,58.14471780663936,3,10,1,1
92,9,1,58.31816050160464,3,10,1,1
93,0,0,47.05450089193549,8,9,1,1
93,1,0,47.41070783546429,8,9,1,1
93,2,0,47.4058728683952,8,9,1,1
93,3,0,47.83747535948989,8,9,1,1
93,4,0,44.79537728550382,8,9,1,1
93,5,0,48.170798020870166,8,9,1,1
93,6,0,48.16094382522355,8,9,1,1
93,7,0,46.46797133215909,8,9,1,1
93,8,0,47.151248361074565,8,9,1,1
93,9,0,48.08542227444113,8,9,1,1
94,0,0,45.91498434129471,4,9,1,1
94,1,0,47.43976630795333,4,9,1,1
94,2,0,46.88183363095244,4,9,1,1
94,3,0,47.51505332978781,4,9,1,1
94,4,0,43.3759133378089,4,9,1,1
94,5,0,46.82193793702496,4,9,1,1
94,6,0,46.90341514159866,4,9,1,1
94,7,0,46.31713864396175,4,9,1,1
94,8,0,46.87354880731879,4,9,1,1
94,9,0,46.45337176889305,4,9,1,1
95,0,0,45.53452609510528,1,7,1,1
95,1,0,44.88815847998791,1,7,1,1
95,2,0,46.85370029662377,1,7,1,1
95,3,0,49.19493504027592,1,7,1,1
95,4,0,44.29226880776512,1,7,1,1
95,5,0,45.78415071789214,1,7,1,1
95,6,0,47.90943728578116,1,7,1,1
95,7,0,46.01905269289438,1,7,1,1
95,8,0,46.16115148769129,1,7,1,1
95,9,0,49.43346903957711,1,7,1,1
96,0,0,46.279105564060295,5,12,0,0
96,1,0,45.84879109197875,5,12,0,0
96,2,0,45.463370627423615,5,12,0,0
96,3,0,47.04496635488219,5,12,0,0
96,4,0,42.68659017540499,5,12,0,0
96,5,0,45.14274797031491,5,12,0,0
96,6,0,44.68942890300521,5,12,0,0
96,7,0,44.492635515476,5,12,0,0
96,8,0,44.52433476741313,5,12,0,0
96,9,0,46.38149368854959,5,12,0,0
97,0,0,46.32183153531702,3,8,1,0
97,1,0,47.69073144277432,3,8,1,0
97,2,0,48.639727640018805,3,8,1,0
97,3,0,47.57552666046241,3,8,1,0
97,4,0,43.22976482838912,3,8,1,0
97,5,0,47.20200811531087,3,8,1,0
97,6,1,55.62436457032431,3,8,1,0
97,7,1,56.42441423728042,3,8,1,0
97,8,1,55.07318257897505,3,8,1,0
97,9,1,54.50688116587401,3,8,1,0
98,0,0,49.25104182267331,4,11,1,0
98,1,0,49.12082786823618,4,11,1,0
98,2,0,48.17457804438293,4,11,1,0
98,3,0,49.12270309499947,4,11,1,0
98,4,0,47.61024921874903,4,11,1,0
98,5,0,48.34354312961455,4,11,1,0
98,6,0,48.68141055921185,4,11,1,0
98,7,0,47.15736673310819,4,11,1,0
98,8,0,49.46819850500906,4,11,1,0
98,9,0,49.28502078623418,4,11,1,0
99,0,0,47.50651871542277,3,5,1,0
99,1,0,49.03907345872646,3,5,1,0
99,2,0,46.18110589683496,3,5,1,0
99,3,0,48.45184011061748,3,5,1,0
99,4,0,43.03925632092693,3,5,1,0
99,5,0,46.958421583100375,3,5,1,0
99,6,0,46.77280666147387,3,5,1,0
99,7,0,46.6520472851312,3,5,1,0
99,8,0,48.15729057781272,3,5,1,0
99,9,0,45.75099826103156,3,5,1,0
100,0,0,47.54941436188709,3,11,0,1
100,1,1,56.773658607605455,3,11,0,1
100,2,1,56.16105558985991,3,11,0,1
100,3,1,58.26578156796641,3,11,0,1
100,4,1,53.61920821815898,3,11,0,1
100,5,1,56.927557519378446,3,11,0,1
100,6,1,55.591346791267306,3,11,0,1
100,7,1,56.0289311499361,3,11,0,1
100,8,1,55.24331895447194,3,11,0,1
100,9,1,57.24787609195762,3,11,0,1
