recipient_age,monthly_income,is_homeowner,has_dependents,lives_in_rural_area,received_subsidy,housing_stability
11,28,0,0,1,1,80.94002368981502
26,19,1,0,1,1,88.30219698838955
21,21,1,1,1,1,85.10184298672765
27,25,0,1,0,1,88.44179115455397
32,20,0,0,0,1,90.61888204467714
35,20,0,0,1,1,93.3679542977562
19,24,0,1,1,1,85.30603910206194
28,16,1,0,0,0,81.7082389054424
23,20,0,0,0,1,83.08109208879054
24,33,1,0,0,1,91.13306444248252
18,26,0,0,0,0,79.12242091362363
10,20,1,1,0,0,71.11297681140867
31,16,1,1,0,1,89.00592534232625
12,26,0,0,0,1,76.74467032548708
14,23,1,1,0,1,80.4421677491753
46,24,0,0,0,1,102.12488136902113
25,20,1,0,0,0,81.46991550812719
25,28,1,0,0,0,86.53311835858813
26,19,0,1,0,0,81.15388764281553
12,24,1,0,0,1,77.85518025767077
30,20,1,0,0,0,85.02893626145777
40,23,1,1,0,0,93.50654646095948
26,32,1,0,0,1,92.07614741078991
30,24,0,1,1,0,89.37671015071406
41,27,1,1,0,0,98.45428480313984
30,26,1,0,0,1,93.55020920223546
34,23,0,0,1,1,93.81649863333608
31,27,0,0,1,1,93.1431173284033
29,26,0,0,1,0,87.93275939736586
30,27,1,1,1,0,88.33860273703102
29,29,0,1,1,1,92.06623136604674
26,21,0,1,1,1,88.10490196433459
29,24,0,1,0,0,84.73660698679517
22,21,0,0,0,1,82.64527969588406
39,26,1,0,1,1,100.1086423489284
35,22,0,0,1,0,90.83293659386918
37,27,0,1,0,0,95.73018170262004
41,22,0,0,1,0,94.42961181001448
11,21,0,0,1,0,72.76446397840002
40,30,1,1,0,0,100.53030600012714
27,24,0,0,0,1,88.59887416629363
28,27,1,1,0,1,91.92290701951536
16,28,0,0,1,0,80.414635023341
39,19,0,0,0,1,96.15276835638404
40,21,0,1,1,1,97.03067549265228
17,23,1,0,1,1,80.52392336603982
31,22,0,0,1,0,86.78967251796045
38,19,0,0,0,0,89.50746565031251
31,21,1,0,1,1,90.821198074465
41,25,1,0,0,0,96.2535647608371
38,26,1,0,1,0,97.34023337318445
41,20,0,0,0,0,91.97335161689264
37,26,1,1,0,0,94.38922605612456
31,23,1,1,1,1,94.2178412922706
29,19,1,0,1,0,85.14899208041591
37,22,0,1,0,1,94.49454460917455
26,16,0,0,0,1,84.05257662646117
40,26,0,0,1,0,96.31649439716163
17,25,0,0,1,0,77.76892838241496
22,23,1,1,0,0,81.33779191220904
9,29,0,0,0,0,74.85157627835311
18,19,0,0,1,1,80.01685851332925
17,21,1,1,1,1,80.1963047493822
32,24,0,0,0,1,92.25294052249896
22,25,0,0,0,0,82.84673479314476
17,29,0,0,1,1,84.69881534675609
16,29,0,0,1,0,79.38966141659027
22,18,1,0,0,1,81.46221168160451
46,27,1,0,1,1,106.78249428120688
23,23,0,0,1,0,79.63421782685172
20,19,1,0,0,0,78.31538780258205
19,20,0,0,0,1,81.66426528291746
22,21,1,0,1,0,81.46794722091947
18,30,0,0,0,1,83.77732902646649
24,21,1,1,0,0,84.44768766131554
20,28,1,0,0,0,82.02378218911537
32,20,1,0,0,0,86.45636022046381
20,29,1,0,0,0,83.34920852673196
47,21,0,1,0,0,97.91005195039502
34,28,1,1,1,0,95.22967594400328
30,17,0,0,0,1,87.04024754554207
28,23,1,1,0,1,90.36202988962162
31,22,1,0,1,0,86.81778930681153
11,28,0,0,0,0,75.24151607016164
38,19,0,0,0,1,94.1108013901293
37,13,0,1,1,1,89.71594355878518
35,21,0,0,0,1,91.98327904156297
5,20,0,1,0,1,71.55915536533759
40,30,1,1,1,0,99.95070305531674
31,24,0,1,1,1,93.52543943481122
39,20,0,0,0,0,91.75857225921423
34,25,1,0,0,0,91.43667601668972
34,21,0,0,0,1,91.40869578653913
34,29,1,0,0,1,98.8773066757628
18,22,0,1,0,0,77.26195893695821
19,19,1,1,0,1,80.77092494736408
24,25,0,0,0,0,82.65830120191836
27,21,0,0,0,0,83.05194603316727
8,29,1,0,0,1,78.67656065308037
18,28,0,1,0,1,83.20816335782303
6,23,0,1,0,1,73.44512561055244
23,20,0,1,1,0,80.25083747451396
17,26,1,0,0,0,77.97034032094498
38,17,0,1,0,0,88.70598662376304
22,24,1,1,1,1,88.4771824308588
35,22,1,1,0,0,92.62284064085156
40,22,1,1,0,1,96.5961705081712
37,28,0,1,0,0,97.56778112947904
37,24,0,0,1,0,93.76756275839772
35,25,0,1,0,1,96.0381418640541
29,19,0,1,0,0,83.35597692607698
23,29,0,0,1,1,90.42390047718332
26,23,0,0,1,1,88.45820492144279
28,22,1,1,0,0,84.90673696824673
7,23,0,0,1,1,72.43139958479769
33,15,1,0,0,1,87.88855272515175
30,26,0,1,0,0,87.88604659400445
31,28,1,0,0,0,92.6617877616344
23,26,0,0,1,0,84.16970447298164
22,25,1,0,0,1,87.0593219220801
23,26,0,0,1,0,84.33404254570895
16,23,0,0,0,1,80.25081926334018
28,24,0,0,0,1,91.1746864087516
35,26,1,1,0,0,93.17500986869776
21,22,1,0,1,0,79.8978984054522
40,26,1,1,0,0,98.07806646183224
9,20,1,0,0,1,72.54980696230075
23,28,1,0,0,0,83.6058586485733
11,19,1,1,0,1,75.0697018994458
30,26,0,1,0,0,89.83814677255668
17,23,1,0,0,0,77.175913094433
30,18,0,0,1,1,87.58096318266469
34,22,0,1,0,0,89.28225701813952
20,21,1,1,1,0,78.95217605492859
43,22,0,0,1,0,96.30671784882354
26,29,1,0,0,0,88.35292748305164
17,37,1,1,0,1,91.94826456443228
29,24,0,0,0,0,85.83466115396342
16,22,1,0,0,0,75.08010190097365
22,12,1,1,0,0,72.86872809880147
20,24,0,1,1,1,84.29622626704878
25,26,1,1,0,1,89.91845273828048
36,30,0,0,0,0,93.68325395071244
43,22,0,0,0,0,96.17258472212588
25,20,1,1,0,1,84.61537863215757
20,22,0,0,0,1,82.56668496443832
27,22,0,0,0,0,83.0933821405772
31,27,1,1,0,0,89.50870422400564
24,15,0,1,1,1,82.39408546348486
10,24,0,0,0,0,72.57428583806772
35,29,0,1,0,0,95.39546357675832
19,26,0,0,0,0,81.86973851663295
5,22,0,1,1,0,68.321474929553
28,19,0,0,0,0,81.19792052806453
35,32,0,0,0,1,100.79428016698972
19,17,1,1,0,0,75.49605715775397
21,29,0,1,0,1,87.76036141211861
35,24,1,0,1,1,95.59162427484269
19,30,0,0,0,1,87.13188794820044
17,26,0,1,1,0,79.46457211785327
31,24,0,0,1,1,92.22759146206698
35,21,0,0,1,1,95.07480123529928
9,19,0,1,1,0,67.9457249103338
18,30,0,1,0,1,86.55718014175415
19,30,0,0,0,1,87.62659353830246
29,28,1,1,1,0,90.89621284691576
27,24,0,0,1,0,85.75253228184346
28,24,0,0,0,0,84.03838700239122
18,24,1,1,0,1,84.00337333684692
5,17,1,1,0,0,65.56138888194846
17,21,0,1,0,1,79.55890549623388
37,23,0,1,0,1,97.5347706852233
6,21,0,1,0,0,66.88828787216362
26,17,1,1,0,0,80.74265105710913
37,23,0,0,0,1,93.09445502420743
27,24,0,0,1,1,88.99894178144721
16,25,0,1,1,1,83.25527904052232
9,22,1,0,1,0,71.53535236389158
26,18,0,0,0,0,79.492022490584
19,21,1,1,1,0,78.41061612064607
42,24,1,1,0,1,100.39484391744617
36,29,1,0,0,0,96.3780726858028
13,20,0,0,0,0,71.8946522450077
18,18,1,0,0,1,78.50001577045334
13,24,0,1,0,1,78.79899371606177
19,24,1,1,0,1,83.8149287893795
26,17,0,0,0,0,79.7665548505822
41,22,1,1,1,1,99.14468597996732
12,28,1,0,0,0,76.95216320173337
19,25,0,1,1,0,77.61155622184769
4,22,0,1,1,0,66.7749142261543
22,28,1,1,0,0,85.63595518817809
36,14,1,0,0,1,90.36429420555278
12,26,0,0,1,0,75.32547627077885
8,27,0,1,0,1,76.13662142179241
34,25,1,0,1,1,96.565638323706
35,20,0,1,0,0,89.42152316263703
9,21,1,1,0,1,75.20259431074236
26,19,0,1,1,1,87.35658019458269
33,22,0,0,1,0,87.6540416999701
11,27,0,0,0,1,79.10295995574667
14,22,1,0,1,1,79.86980950955987
41,30,0,1,0,1,102.4506425833134
5,18,0,1,0,0,65.55793067885766
13,22,1,1,1,0,75.24519566908722
15,19,0,0,0,0,71.81705219055988
25,24,0,1,1,1,88.31796034288324
31,21,0,1,1,0,86.98474036542365
39,31,1,1,1,1,104.38503681056332
18,16,1,0,0,1,79.41484272767596
19,21,0,0,0,1,80.73429745943733
12,29,0,0,1,0,78.42637129389534
16,25,0,1,0,0,79.8555969873579
9,27,0,0,0,1,76.71903328415627
8,23,0,1,1,0,69.87770188482108
37,25,0,0,1,1,97.23237321325549
-1,21,1,0,0,1,66.51934092140004
10,25,0,0,1,1,76.51516192477379
36,25,0,0,0,0,91.92942271202784
24,23,0,0,1,0,81.57894198853577
5,26,1,0,0,0,68.21753844042108
39,25,0,0,1,0,96.14202144692862
19,22,1,0,0,0,78.7120442483209
31,27,1,1,0,1,95.28065587077876
26,20,1,1,1,0,83.70118002412526
20,36,1,1,0,1,93.62770223111367
32,26,0,1,1,0,89.93752249950145
15,27,0,0,0,1,80.34342056621408
21,19,0,0,0,1,80.65001414810331
21,22,1,0,0,0,78.76433555932815
18,28,1,0,0,1,85.58095289078271
9,19,0,1,0,0,69.02394626633665
23,27,0,0,1,1,89.45171285142928
26,26,0,1,1,0,85.29144311689559
25,18,0,1,0,0,79.68324727986699
31,21,0,1,1,1,90.83576738677604
44,23,0,0,1,0,98.06606780300172
29,21,0,0,1,0,86.3141636399581
42,17,0,1,0,1,96.28565717539146
30,23,1,0,0,1,91.82598579107172
15,30,0,0,0,1,83.16492916429426
18,24,0,0,0,0,76.96731453821528
19,24,0,0,0,0,79.80493456030851
33,21,1,1,0,1,92.81893920804136
37,23,0,0,0,0,91.29834668683026
23,26,0,0,1,1,88.22443805776126
23,34,1,1,0,1,93.79290880725247
2,24,0,0,0,1,69.88140456203693
35,29,0,1,1,0,96.91568626482476
9,22,0,0,0,0,69.16296151491193
40,26,0,0,0,0,96.99611828025672
25,24,1,0,0,1,89.21005619811372
56,27,0,1,0,1,113.8931895631893
23,22,1,0,1,0,82.98453514629934
19,18,1,0,0,0,73.46455999954101
22,20,0,0,1,1,83.02010333762304
28,21,1,1,0,0,86.03653912039084
43,17,0,0,1,0,93.38334618151976
13,19,0,0,1,0,71.09016339603019
40,22,0,0,0,1,97.27130089220002
14,28,1,0,1,0,79.1912067549677
24,28,0,1,0,1,90.3623342910108
26,20,1,1,0,1,85.89534507902108
20,22,0,1,0,0,79.91756102121617
12,27,1,0,1,1,80.75768276743851
22,22,0,1,0,0,81.26751977516918
36,20,1,0,0,1,94.90633702500509
6,21,0,1,0,0,65.82230112502207
27,28,1,1,0,1,92.14379236322438
32,23,1,0,1,1,95.38360179945155
30,23,1,1,1,1,92.97122884987743
23,23,0,0,0,0,81.84797551850683
20,29,0,0,1,0,81.36355834929122
35,27,0,0,0,1,94.7411356786484
34,28,0,1,0,0,93.25634796778192
18,21,1,0,0,1,81.11294576870432
5,17,1,1,1,0,65.19942265650316
10,21,0,0,1,1,75.940175464811
29,28,0,1,1,1,94.0736280232389
6,29,1,0,0,1,76.36867327462387
26,17,1,1,1,1,85.99006785943016
38,10,0,0,0,0,86.4376018607395
32,22,1,0,0,1,91.4318781945458
25,28,0,0,0,1,91.08113756667322
21,28,1,0,1,1,88.99489961658121
18,24,0,0,1,1,82.85448566964317
17,23,0,0,0,1,78.53976810019432
22,20,1,0,1,1,83.98808295345316
26,24,0,1,0,0,84.10421031727222
0,24,0,0,0,0,64.32227637689745
16,21,0,0,1,0,77.8320346144494
26,24,1,0,0,0,85.93420545404678
38,24,0,0,1,1,96.55647201945018
23,26,1,0,0,1,87.49604694467573
12,25,0,0,0,1,78.60231202752253
23,23,0,1,0,1,84.69246556147888
38,21,0,1,1,0,94.1411896115965
18,26,1,0,1,1,86.09612775229012
45,20,0,0,1,1,101.69716892638606
27,23,0,0,1,1,89.25970072923036
9,27,1,1,0,1,78.96265539670345
30,21,1,1,0,0,86.69688302352466
29,22,0,0,1,1,88.84151379738674
23,28,1,0,1,0,85.96381355220198
11,21,0,0,0,0,70.73238594051581
